year,flare_volume_bcm
2012,0.06336586452495001
2013,0.045597107278789996
2014,0.050279752583220004
2015,0.05320396542363
2016,0.0316676777798
2017,0.0264303834313
2018,0.0272450377874
2019,0.028928596714200002
2020,0.0479503093632
2021,0.032626955
2022,0.04087994
2023,0.04066262137335001
2024,0.06491
