year,department,isic_section,sector_label,value
2023,chuquisaca,D+E,"Suministro de electricidad, agua y recolección de desechos sólidos",-0.018129263941813013
2023,chuquisaca,F,Construcción,-0.8178885956423473
2023,chuquisaca,G,Comercio; reparacion de vehículos automotores y motocicletas,0.2273746272955382
2023,chuquisaca,H,Transporte y almacenamiento,0.019692330347297442
2023,chuquisaca,I,Actividades de alojamiento y de servicio de comidas y bebidas,0.2651113395819698
2023,chuquisaca,J,Comunicación e informaciones,0.01365718725567821
2023,chuquisaca,K,Actividades financieras y de seguros,0.21532049650326493
2023,chuquisaca,L+M+N,"Actividades inmobiliarias, empresariales y de alquiler",-0.6817637454054235
2023,chuquisaca,O,Administracion publica,0.33161918708951726
2023,chuquisaca,P,Enseñanza,0.07184511340544777
2023,chuquisaca,Q,Actividades de atencion de la salud humana y de asistencia social,0.7678160259569734
2023,chuquisaca,R+S+T,"Actividades artisticas, de entretenimiento, recreativas y otros servicios",-0.5555953691441686
2024,chuquisaca,,Impuestos netos de subvenciones a los productos,-0.41308840342258485
2024,chuquisaca,,PRODUCTO INTERNO BRUTO,-0.3200000482274135
2024,chuquisaca,,VALOR AGREGADO BRUTO,0.09308835519515121
2024,chuquisaca,A,"Agricultura, ganaderia, silvicultura y pesca",1.08672332389285
2024,chuquisaca,B,Actividad extractiva,-3.484406667384004
2024,chuquisaca,C,Industrias manufactureras,0.1282388456905765
2024,chuquisaca,D+E,"Suministro de electricidad, agua y recolección de desechos sólidos",-0.0035650922903617903
2024,chuquisaca,F,Construcción,0.006164417817217001
2024,chuquisaca,G,Comercio; reparacion de vehículos automotores y motocicletas,0.17582981139751097
2024,chuquisaca,H,Transporte y almacenamiento,0.06498706071888799
2024,chuquisaca,I,Actividades de alojamiento y de servicio de comidas y bebidas,-0.045628995600659354
2024,chuquisaca,J,Comunicación e informaciones,0.11566871418468247
2024,chuquisaca,K,Actividades financieras y de seguros,0.08719281176088106
2024,chuquisaca,L+M+N,"Actividades inmobiliarias, empresariales y de alquiler",0.6344695941554658
2024,chuquisaca,O,Administracion publica,0.34460899480326723
2024,chuquisaca,P,Enseñanza,0.5286450750511357
2024,chuquisaca,Q,Actividades de atencion de la salud humana y de asistencia social,0.031557324469281785
2024,chuquisaca,R+S+T,"Actividades artisticas, de entretenimiento, recreativas y otros servicios",0.42260313652842635
2018,cochabamba,,Impuestos netos de subvenciones a los productos,1.0648062297163323
2018,cochabamba,,PRODUCTO INTERNO BRUTO,4.049487022100706
2018,cochabamba,,VALOR AGREGADO BRUTO,2.9846807923843777
