year,sector,gva,department
1989,Servicios Bancarios Imputados,-29392.6405125813,cochabamba
1990,- Alimentos,122851.56059617738,cochabamba
1990,- Bebidas y Tabaco,61653.031548323765,cochabamba
1990,- Coca,175670.79397414692,cochabamba
1990,- Comunicaciones,25085.86773725566,cochabamba
1990,- Madera y Productos de Madera,40311.37586299745,cochabamba
1990,- Minerales Metálicos y no Metálicos,71373.74575781052,cochabamba
1990,- Otras Industrias Manufactureras,70728.22705866962,cochabamba
1990,- Petróleo Crudo y Gas Natural,0.0,cochabamba
1990,- Productos Agrícolas Industriales,419.3074831852193,cochabamba
1990,- Productos Agrícolas no Industriales,205667.3012886665,cochabamba
1990,- Productos Pecuarios,118687.90659489107,cochabamba
1990,- Productos de Minerales no Metálicos,38001.9139193131,cochabamba
1990,- Productos de Refinación del Petróleo,225499.86393541796,cochabamba
1990,- Propiedad de Vivienda,146568.37064946513,cochabamba
1990,- Servicios Financieros,36908.188037496,cochabamba
1990,- Servicios a las Empresas,70632.57037300087,cochabamba
1990,"- Silvicultura, Caza y Pesca",12225.429468392791,cochabamba
1990,"- Textiles, Prendas de Vestir y Productos del Cuero",61001.34447915947,cochabamba
1990,- Transporte y Almacenamiento,246668.53742333164,cochabamba
1990,"1. Agricultura, Silvicultura, Caza y Pesca",512670.7388092825,cochabamba
1990,10. Restaurantes y Hoteles,85947.07855413728,cochabamba
1990,11. Servicios de la Administración Pública,252217.86240000004,cochabamba
1990,2. Extracción de Minas y Canteras,71373.74575781052,cochabamba
1990,3. Industrias Manufactureras,620047.3174000587,cochabamba
1990,"4. Electricidad, Gas y Agua",57126.64194135641,cochabamba
1990,5. Construcción,82986.55326131103,cochabamba
1990,6. Comercio,241605.50503205913,cochabamba
1990,"7. Transporte, Almacenamiento y Comunicaciones",271754.4051605873,cochabamba
1990,"8. Establecimientos Financieros, Seguros, Bienes Inmuebles y Servicios Prestados a las Empresas",254109.129059962,cochabamba
1990,"9. Servicios Comunales, Sociales, Personales y Domésticos",136675.17636819204,cochabamba
1990,"Derechos s/Importaciones, IVA nd, IT y otros Imp. Indirectos",172222.46090444375,cochabamba
1990,PRODUCTO INTERNO BRUTO (a precios básicos),2550878.1956609804,cochabamba
1990,PRODUCTO INTERNO BRUTO (a precios de mercado),2723100.656565424,cochabamba
1990,Servicios Bancarios Imputados,-35635.95808377641,cochabamba
1991,- Alimentos,126368.7359507956,cochabamba
1991,- Bebidas y Tabaco,64076.82015290433,cochabamba
1991,- Coca,162941.69056487433,cochabamba
1991,- Comunicaciones,25988.64743093438,cochabamba
1991,- Madera y Productos de Madera,38734.60040938902,cochabamba
1991,- Minerales Metálicos y no Metálicos,70355.17422771738,cochabamba
1991,- Otras Industrias Manufactureras,77011.71937503625,cochabamba
1991,- Petróleo Crudo y Gas Natural,118.52692687598451,cochabamba
1991,- Productos Agrícolas Industriales,482.7640795311788,cochabamba
1991,- Productos Agrícolas no Industriales,222871.8896077766,cochabamba
1991,- Productos Pecuarios,121788.56819435299,cochabamba
1991,- Productos de Minerales no Metálicos,36081.96868693469,cochabamba
1991,- Productos de Refinación del Petróleo,223133.18934012845,cochabamba
1991,- Propiedad de Vivienda,148464.56320896003,cochabamba
1991,- Servicios Financieros,37579.518377530316,cochabamba
1991,- Servicios a las Empresas,73375.94933731655,cochabamba
1991,"- Silvicultura, Caza y Pesca",12235.6876658527,cochabamba
1991,"- Textiles, Prendas de Vestir y Productos del Cuero",59095.74247941123,cochabamba
1991,- Transporte y Almacenamiento,251750.84154699743,cochabamba
1991,"1. Agricultura, Silvicultura, Caza y Pesca",520320.6001123878,cochabamba
1991,10. Restaurantes y Hoteles,91900.84096177865,cochabamba
1991,11. Servicios de la Administración Pública,238718.03366999998,cochabamba
1991,2. Extracción de Minas y Canteras,70473.70115459336,cochabamba
1991,3. Industrias Manufactureras,624502.7763945996,cochabamba
1991,"4. Electricidad, Gas y Agua",66926.60755132235,cochabamba
1991,5. Construcción,105111.12815332951,cochabamba
1991,6. Comercio,255887.49073551697,cochabamba
1991,"7. Transporte, Almacenamiento y Comunicaciones",277739.4889779318,cochabamba
1991,"8. Establecimientos Financieros, Seguros, Bienes Inmuebles y Servicios Prestados a las Empresas",259420.0309238069,cochabamba
1991,"9. Servicios Comunales, Sociales, Personales y Domésticos",140549.84719339453,cochabamba
1991,"Derechos s/Importaciones, IVA nd, IT y otros Imp. Indirectos",190417.46226368606,cochabamba
1991,PRODUCTO INTERNO BRUTO (a precios básicos),2615256.1020755125,cochabamba
1991,PRODUCTO INTERNO BRUTO (a precios de mercado),2805673.5643391986,cochabamba
1991,Servicios Bancarios Imputados,-36294.443753148335,cochabamba
1992,- Alimentos,132188.7003928532,cochabamba
1992,- Bebidas y Tabaco,63541.74157516746,cochabamba
1992,- Coca,150989.10982137115,cochabamba
1992,- Comunicaciones,30302.717168787985,cochabamba
1992,- Madera y Productos de Madera,38234.75707663961,cochabamba
1992,- Minerales Metálicos y no Metálicos,79636.73587129539,cochabamba
1992,- Otras Industrias Manufactureras,81095.05841784347,cochabamba
1992,- Petróleo Crudo y Gas Natural,23858.328587894845,cochabamba
1992,- Productos Agrícolas Industriales,483.860523784536,cochabamba
1992,- Productos Agrícolas no Industriales,211913.39022101375,cochabamba
1992,- Productos Pecuarios,117678.81828054303,cochabamba
1992,- Productos de Minerales no Metálicos,40272.45358076905,cochabamba
1992,- Productos de Refinación del Petróleo,207750.6504969056,cochabamba
1992,- Propiedad de Vivienda,150403.12392943676,cochabamba
1992,- Servicios Financieros,46951.01413689516,cochabamba
1992,- Servicios a las Empresas,79613.02374446348,cochabamba
1992,"- Silvicultura, Caza y Pesca",12232.98479578688,cochabamba
1992,"- Textiles, Prendas de Vestir y Productos del Cuero",57791.91793052245,cochabamba
1992,- Transporte y Almacenamiento,257367.28023127076,cochabamba
1992,"1. Agricultura, Silvicultura, Caza y Pesca",493298.16364249936,cochabamba
1992,10. Restaurantes y Hoteles,96656.84125638762,cochabamba
1992,11. Servicios de la Administración Pública,243156.80251,cochabamba
1992,2. Extracción de Minas y Canteras,103495.06445919024,cochabamba
1992,3. Industrias Manufactureras,620875.2794707008,cochabamba
1992,"4. Electricidad, Gas y Agua",68329.97044581943,cochabamba
1992,5. Construcción,105343.41257798017,cochabamba
1992,6. Comercio,259220.71437982042,cochabamba
1992,"7. Transporte, Almacenamiento y Comunicaciones",287669.9974000587,cochabamba
1992,"8. Establecimientos Financieros, Seguros, Bienes Inmuebles y Servicios Prestados a las Empresas",276967.1618107954,cochabamba
1992,"9. Servicios Comunales, Sociales, Personales y Domésticos",145604.47947714158,cochabamba
1992,"Derechos s/Importaciones, IVA nd, IT y otros Imp. Indirectos",196651.83677692222,cochabamba
1992,PRODUCTO INTERNO BRUTO (a precios básicos),2656824.036163032,cochabamba
1992,PRODUCTO INTERNO BRUTO (a precios de mercado),2853475.8729399545,cochabamba
1992,Servicios Bancarios Imputados,-43793.85126736168,cochabamba
1993,- Alimentos,130789.00515011989,cochabamba
1993,- Bebidas y Tabaco,66941.90305413597,cochabamba
1993,- Coca,144353.15490786295,cochabamba
1993,- Comunicaciones,36002.526090665706,cochabamba
1993,- Madera y Productos de Madera,40738.519511482824,cochabamba
1993,- Minerales Metálicos y no Metálicos,77590.7726119136,cochabamba
1993,- Otras Industrias Manufactureras,84981.25219098292,cochabamba
1993,- Petróleo Crudo y Gas Natural,76381.46442708965,cochabamba
1993,- Productos Agrícolas Industriales,491.19956437031624,cochabamba
1993,- Productos Agrícolas no Industriales,218184.3853420248,cochabamba
1993,- Productos Pecuarios,126371.28434603818,cochabamba
1993,- Productos de Minerales no Metálicos,44809.739225048135,cochabamba
1993,- Productos de Refinación del Petróleo,214079.8840088733,cochabamba
1993,- Propiedad de Vivienda,153121.54399949804,cochabamba
1993,- Servicios Financieros,56368.29770831415,cochabamba
1993,- Servicios a las Empresas,86160.88430287481,cochabamba
1993,"- Silvicultura, Caza y Pesca",12510.893097285661,cochabamba
1993,"- Textiles, Prendas de Vestir y Productos del Cuero",59267.95780042185,cochabamba
1993,- Transporte y Almacenamiento,276184.63230236445,cochabamba
1993,"1. Agricultura, Silvicultura, Caza y Pesca",501910.9172575819,cochabamba
1993,10. Restaurantes y Hoteles,100023.95570057927,cochabamba
1993,11. Servicios de la Administración Pública,262067.37000999998,cochabamba
1993,2. Extracción de Minas y Canteras,153972.23703900326,cochabamba
1993,3. Industrias Manufactureras,641608.2609410649,cochabamba
1993,"4. Electricidad, Gas y Agua",79765.18595046882,cochabamba
1993,5. Construcción,94799.83659075502,cochabamba
1993,6. Comercio,264675.13013195863,cochabamba
1993,"7. Transporte, Almacenamiento y Comunicaciones",312187.1583930302,cochabamba
1993,"8. Establecimientos Financieros, Seguros, Bienes Inmuebles y Servicios Prestados a las Empresas",295650.726010687,cochabamba
1993,"9. Servicios Comunales, Sociales, Personales y Domésticos",151855.50474004983,cochabamba
1993,"Derechos s/Importaciones, IVA nd, IT y otros Imp. Indirectos",191687.1031291482,cochabamba
1993,PRODUCTO INTERNO BRUTO (a precios básicos),2806668.9343286883,cochabamba
1993,PRODUCTO INTERNO BRUTO (a precios de mercado),2998356.0374578363,cochabamba
1993,Servicios Bancarios Imputados,-51847.34843649016,cochabamba
1994,- Alimentos,134777.70867381428,cochabamba
1994,- Bebidas y Tabaco,71290.48684520344,cochabamba
1994,- Coca,141757.05575411135,cochabamba
1994,- Comunicaciones,43856.56346813764,cochabamba
1994,- Madera y Productos de Madera,43828.310269854424,cochabamba
1994,- Minerales Metálicos y no Metálicos,71962.0460429597,cochabamba
1994,- Otras Industrias Manufactureras,92913.54283534847,cochabamba
1994,- Petróleo Crudo y Gas Natural,110486.42400164697,cochabamba
1994,- Productos Agrícolas Industriales,432.5469688090599,cochabamba
1994,- Productos Agrícolas no Industriales,221258.95714758534,cochabamba
1994,- Productos Pecuarios,137693.71142001747,cochabamba
1994,- Productos de Minerales no Metálicos,50516.591038507475,cochabamba
1994,- Productos de Refinación del Petróleo,237432.49875804008,cochabamba
1994,- Propiedad de Vivienda,155744.493001147,cochabamba
1994,- Servicios Financieros,70729.00556954581,cochabamba
1994,- Servicios a las Empresas,93566.54890497879,cochabamba
1994,"- Silvicultura, Caza y Pesca",13035.575490418214,cochabamba
1994,"- Textiles, Prendas de Vestir y Productos del Cuero",58848.451609058524,cochabamba
1994,- Transporte y Almacenamiento,296661.97716640006,cochabamba
1994,"1. Agricultura, Silvicultura, Caza y Pesca",514177.8467809415,cochabamba
1994,10. Restaurantes y Hoteles,111642.14323354643,cochabamba
1994,11. Servicios de la Administración Pública,273045.35153,cochabamba
1994,2. Extracción de Minas y Canteras,182448.47004460666,cochabamba
1994,3. Industrias Manufactureras,689607.5900298267,cochabamba
1994,"4. Electricidad, Gas y Agua",75926.1012213524,cochabamba
1994,5. Construcción,95271.19726929544,cochabamba
1994,6. Comercio,271469.35847601667,cochabamba
1994,"7. Transporte, Almacenamiento y Comunicaciones",340518.5406345377,cochabamba
1994,"8. Establecimientos Financieros, Seguros, Bienes Inmuebles y Servicios Prestados a las Empresas",320040.0474756716,cochabamba
1994,"9. Servicios Comunales, Sociales, Personales y Domésticos",158241.58370088422,cochabamba
1994,"Derechos s/Importaciones, IVA nd, IT y otros Imp. Indirectos",221992.45223965254,cochabamba
1994,PRODUCTO INTERNO BRUTO (a precios básicos),2969518.6783290114,cochabamba
1994,PRODUCTO INTERNO BRUTO (a precios de mercado),3191511.130568664,cochabamba
1994,Servicios Bancarios Imputados,-62869.55206766808,cochabamba
1995,- Alimentos,141690.42234873687,cochabamba
1995,- Bebidas y Tabaco,76516.93094608033,cochabamba
1995,- Coca,141323.98856859302,cochabamba
1995,- Comunicaciones,41819.92403414555,cochabamba
1995,- Madera y Productos de Madera,45720.96083426928,cochabamba
1995,- Minerales Metálicos y no Metálicos,97615.77660194098,cochabamba
1995,- Otras Industrias Manufactureras,97953.29376460577,cochabamba
1995,- Petróleo Crudo y Gas Natural,159382.68480478087,cochabamba
1995,- Productos Agrícolas Industriales,400.8044780286541,cochabamba
1995,- Productos Agrícolas no Industriales,217749.00452958193,cochabamba
1995,- Productos Pecuarios,129540.41263777486,cochabamba
1995,- Productos de Minerales no Metálicos,59956.725390279455,cochabamba
1995,- Productos de Refinación del Petróleo,273817.69912348746,cochabamba
1995,- Propiedad de Vivienda,158567.0617832517,cochabamba
1995,- Servicios Financieros,78304.71562595933,cochabamba
1995,- Servicios a las Empresas,97514.71706084024,cochabamba
1995,"- Silvicultura, Caza y Pesca",13292.71507475721,cochabamba
1995,"- Textiles, Prendas de Vestir y Productos del Cuero",63169.09123035704,cochabamba
1995,- Transporte y Almacenamiento,317393.6322914383,cochabamba
1995,"1. Agricultura, Silvicultura, Caza y Pesca",502306.92528873566,cochabamba
1995,10. Restaurantes y Hoteles,113663.34192554056,cochabamba
1995,11. Servicios de la Administración Pública,288166.56939,cochabamba
1995,2. Extracción de Minas y Canteras,256998.46140672185,cochabamba
1995,3. Industrias Manufactureras,758825.1236378162,cochabamba
1995,"4. Electricidad, Gas y Agua",60839.62009404889,cochabamba
1995,5. Construcción,132078.25201741364,cochabamba
1995,6. Comercio,278279.25641625084,cochabamba
1995,"7. Transporte, Almacenamiento y Comunicaciones",359213.55632558384,cochabamba
1995,"8. Establecimientos Financieros, Seguros, Bienes Inmuebles y Servicios Prestados a las Empresas",334386.49447005126,cochabamba
1995,"9. Servicios Comunales, Sociales, Personales y Domésticos",164482.44742039568,cochabamba
1995,"Derechos s/Importaciones, IVA nd, IT y otros Imp. Indirectos",231184.62838059914,cochabamba
1995,PRODUCTO INTERNO BRUTO (a precios básicos),3179327.1009561196,cochabamba
1995,PRODUCTO INTERNO BRUTO (a precios de mercado),3410511.7293367186,cochabamba
1995,Servicios Bancarios Imputados,-69912.94743643826,cochabamba
1996,- Alimentos,149849.91099118526,cochabamba
1996,- Bebidas y Tabaco,83171.09619728665,cochabamba
1996,- Coca,139300.90026647015,cochabamba
1996,- Comunicaciones,53107.57573194283,cochabamba
1996,- Madera y Productos de Madera,45648.744513211015,cochabamba
1996,- Minerales Metálicos y no Metálicos,80625.25264535216,cochabamba
1996,- Otras Industrias Manufactureras,99683.95253737252,cochabamba
1996,- Petróleo Crudo y Gas Natural,203989.8430277745,cochabamba
1996,- Productos Agrícolas Industriales,442.7560059297137,cochabamba
1996,- Productos Agrícolas no Industriales,215882.1944744993,cochabamba
1996,- Productos Pecuarios,133939.39064227237,cochabamba
1996,- Productos de Minerales no Metálicos,65235.20855920716,cochabamba
1996,- Productos de Refinación del Petróleo,272510.1425306242,cochabamba
1996,- Propiedad de Vivienda,161455.5076707601,cochabamba
1996,- Servicios Financieros,102483.69613905644,cochabamba
1996,- Servicios a las Empresas,105072.75349106759,cochabamba
1996,"- Silvicultura, Caza y Pesca",13572.101316139118,cochabamba
1996,"- Textiles, Prendas de Vestir y Productos del Cuero",64249.00797749701,cochabamba
1996,- Transporte y Almacenamiento,332668.39421399566,cochabamba
1996,"1. Agricultura, Silvicultura, Caza y Pesca",503137.3427053106,cochabamba
1996,10. Restaurantes y Hoteles,116795.93373049144,cochabamba
1996,11. Servicios de la Administración Pública,279030.76820108085,cochabamba
1996,2. Extracción de Minas y Canteras,284615.09567312663,cochabamba
1996,3. Industrias Manufactureras,780348.0633063838,cochabamba
1996,"4. Electricidad, Gas y Agua",66292.57124616281,cochabamba
1996,5. Construcción,146417.2364148332,cochabamba
1996,6. Comercio,289742.01883404335,cochabamba
1996,"7. Transporte, Almacenamiento y Comunicaciones",385775.9699459385,cochabamba
1996,"8. Establecimientos Financieros, Seguros, Bienes Inmuebles y Servicios Prestados a las Empresas",369011.9573008841,cochabamba
1996,"9. Servicios Comunales, Sociales, Personales y Domésticos",173492.86797695878,cochabamba
1996,"Derechos s/Importaciones, IVA nd, IT y otros Imp. Indirectos",270605.0347013604,cochabamba
1996,PRODUCTO INTERNO BRUTO (a precios básicos),3309674.825335214,cochabamba
1996,PRODUCTO INTERNO BRUTO (a precios de mercado),3580279.8600365743,cochabamba
1996,Servicios Bancarios Imputados,-84985.0,cochabamba
1997,- Alimentos,151523.2167298232,cochabamba
1997,- Bebidas y Tabaco,86739.55094162877,cochabamba
1997,- Coca,128794.58845275207,cochabamba
1997,- Comunicaciones,73166.54416789384,cochabamba
1997,- Madera y Productos de Madera,48173.63312954047,cochabamba
1997,- Minerales Metálicos y no Metálicos,64652.0490951948,cochabamba
1997,- Otras Industrias Manufactureras,103109.54733697488,cochabamba
1997,- Petróleo Crudo y Gas Natural,244759.5555186921,cochabamba
1997,- Productos Agrícolas Industriales,477.6444321668404,cochabamba
1997,- Productos Agrícolas no Industriales,225399.78509865902,cochabamba
1997,- Productos Pecuarios,145082.39191133715,cochabamba
1997,- Productos de Minerales no Metálicos,66593.18237811956,cochabamba
1997,- Productos de Refinación del Petróleo,264727.7524750262,cochabamba
1997,- Propiedad de Vivienda,164719.73960682593,cochabamba
1997,- Servicios Financieros,116345.30398636179,cochabamba
1997,- Servicios a las Empresas,114387.22121437317,cochabamba
1997,"- Silvicultura, Caza y Pesca",14027.438165778984,cochabamba
1997,"- Textiles, Prendas de Vestir y Productos del Cuero",68763.65667757455,cochabamba
1997,- Transporte y Almacenamiento,355366.97227834316,cochabamba
1997,"1. Agricultura, Silvicultura, Caza y Pesca",513781.84806069406,cochabamba
1997,10. Restaurantes y Hoteles,118798.44585797808,cochabamba
1997,11. Servicios de la Administración Pública,305689.7436725327,cochabamba
1997,2. Extracción de Minas y Canteras,309411.6046138869,cochabamba
1997,3. Industrias Manufactureras,789630.5396686876,cochabamba
1997,"4. Electricidad, Gas y Agua",67177.08516265414,cochabamba
1997,5. Construcción,158996.7334097268,cochabamba
1997,6. Comercio,308382.40233599313,cochabamba
1997,"7. Transporte, Almacenamiento y Comunicaciones",428533.516446237,cochabamba
1997,"8. Establecimientos Financieros, Seguros, Bienes Inmuebles y Servicios Prestados a las Empresas",395452.2648075609,cochabamba
1997,"9. Servicios Comunales, Sociales, Personales y Domésticos",182732.12783344602,cochabamba
1997,"Derechos s/Importaciones, IVA nd, IT y otros Imp. Indirectos",284885.7502439315,cochabamba
1997,PRODUCTO INTERNO BRUTO (a precios básicos),3464799.173358724,cochabamba
1997,PRODUCTO INTERNO BRUTO (a precios de mercado),3749684.9236026555,cochabamba
1997,Servicios Bancarios Imputados,-113787.13851067299,cochabamba
1998,- Alimentos,162178.91725430812,cochabamba
1998,- Bebidas y Tabaco,97592.12221324861,cochabamba
1998,- Coca,94934.40369104114,cochabamba
1998,- Comunicaciones,93481.89810493602,cochabamba
1998,- Madera y Productos de Madera,49301.179680906906,cochabamba
1998,- Minerales Metálicos y no Metálicos,39953.011836273065,cochabamba
1998,- Otras Industrias Manufactureras,102194.90992181457,cochabamba
1998,- Petróleo Crudo y Gas Natural,250668.24246803293,cochabamba
1998,- Productos Agrícolas Industriales,424.4468422059983,cochabamba
1998,- Productos Agrícolas no Industriales,209139.36799390463,cochabamba
1998,- Productos Pecuarios,158583.59612763894,cochabamba
1998,- Productos de Minerales no Metálicos,66883.25505075221,cochabamba
1998,- Productos de Refinación del Petróleo,265436.9701650415,cochabamba
1998,- Propiedad de Vivienda,168122.48542055086,cochabamba
1998,- Servicios Financieros,138604.02705795437,cochabamba
1998,- Servicios a las Empresas,122985.54540011231,cochabamba
1998,"- Silvicultura, Caza y Pesca",14252.253677591723,cochabamba
1998,"- Textiles, Prendas de Vestir y Productos del Cuero",69217.51322452408,cochabamba
1998,- Transporte y Almacenamiento,438812.3217595022,cochabamba
1998,"1. Agricultura, Silvicultura, Caza y Pesca",477334.0683323824,cochabamba
1998,10. Restaurantes y Hoteles,122521.47077377784,cochabamba
1998,11. Servicios de la Administración Pública,324602.47614882817,cochabamba
1998,2. Extracción de Minas y Canteras,290621.254304306,cochabamba
1998,3. Industrias Manufactureras,812804.867510596,cochabamba
1998,"4. Electricidad, Gas y Agua",72842.93242930024,cochabamba
1998,5. Construcción,132988.33608357632,cochabamba
1998,6. Comercio,375619.9740618146,cochabamba
1998,"7. Transporte, Almacenamiento y Comunicaciones",532294.2198644383,cochabamba
1998,"8. Establecimientos Financieros, Seguros, Bienes Inmuebles y Servicios Prestados a las Empresas",429712.05787861755,cochabamba
1998,"9. Servicios Comunales, Sociales, Personales y Domésticos",190399.99703696097,cochabamba
1998,"Derechos s/Importaciones, IVA nd, IT y otros Imp. Indirectos",286048.41136280267,cochabamba
1998,PRODUCTO INTERNO BRUTO (a precios básicos),3635477.2452541897,cochabamba
1998,PRODUCTO INTERNO BRUTO (a precios de mercado),3921525.6566169923,cochabamba
1998,Servicios Bancarios Imputados,-126264.40917040859,cochabamba
1999,- Alimentos,190289.1851151738,cochabamba
1999,- Bebidas y Tabaco,96203.23780938293,cochabamba
1999,- Coca,33888.27488397032,cochabamba
1999,- Comunicaciones,92400.23548122164,cochabamba
1999,- Madera y Productos de Madera,51752.20603142005,cochabamba
1999,- Minerales Metálicos y no Metálicos,45079.10531075718,cochabamba
1999,- Otras Industrias Manufactureras,104292.68547347304,cochabamba
1999,- Petróleo Crudo y Gas Natural,216213.2100784364,cochabamba
1999,- Productos Agrícolas Industriales,499.4619865551597,cochabamba
1999,- Productos Agrícolas no Industriales,227081.14621991862,cochabamba
1999,- Productos Pecuarios,167482.00187036,cochabamba
1999,- Productos de Minerales no Metálicos,74259.21073864086,cochabamba
1999,- Productos de Refinación del Petróleo,257268.60824953252,cochabamba
1999,- Propiedad de Vivienda,171874.2517841362,cochabamba
1999,- Servicios Financieros,156458.6215732958,cochabamba
1999,- Servicios a las Empresas,205836.196224436,cochabamba
1999,"- Silvicultura, Caza y Pesca",15532.636442253099,cochabamba
1999,"- Textiles, Prendas de Vestir y Productos del Cuero",72027.60135461828,cochabamba
1999,- Transporte y Almacenamiento,465590.1915382623,cochabamba
1999,"1. Agricultura, Silvicultura, Caza y Pesca",444483.5214030572,cochabamba
1999,10. Restaurantes y Hoteles,126349.09932600806,cochabamba
1999,11. Servicios de la Administración Pública,324356.9203422612,cochabamba
1999,2. Extracción de Minas y Canteras,261292.31538919357,cochabamba
1999,3. Industrias Manufactureras,846092.7347722416,cochabamba
1999,"4. Electricidad, Gas y Agua",74674.19271120662,cochabamba
1999,5. Construcción,136419.67836243493,cochabamba
1999,6. Comercio,377906.1419958188,cochabamba
1999,"7. Transporte, Almacenamiento y Comunicaciones",557990.4270194839,cochabamba
1999,"8. Establecimientos Financieros, Seguros, Bienes Inmuebles y Servicios Prestados a las Empresas",534169.069581868,cochabamba
1999,"9. Servicios Comunales, Sociales, Personales y Domésticos",198294.37255677654,cochabamba
1999,"Derechos s/Importaciones, IVA nd, IT y otros Imp. Indirectos",252595.41719547432,cochabamba
1999,PRODUCTO INTERNO BRUTO (a precios básicos),3735687.1662950115,cochabamba
1999,PRODUCTO INTERNO BRUTO (a precios de mercado),3988282.583490486,cochabamba
1999,Servicios Bancarios Imputados,-146341.3071653394,cochabamba
2000,- Alimentos,205894.0828510149,cochabamba
2000,- Bebidas y Tabaco,95754.65148073426,cochabamba
2000,- Coca,13139.72644812148,cochabamba
2000,- Comunicaciones,127639.63268674917,cochabamba
2000,- Madera y Productos de Madera,54575.39488725008,cochabamba
2000,- Minerales Metálicos y no Metálicos,42612.99312962259,cochabamba
2000,- Otras Industrias Manufactureras,105379.65089660669,cochabamba
2000,- Petróleo Crudo y Gas Natural,267410.3770918045,cochabamba
2000,- Productos Agrícolas Industriales,478.2546409677806,cochabamba
2000,- Productos Agrícolas no Industriales,234933.50039544268,cochabamba
2000,- Productos Pecuarios,175316.01206853212,cochabamba
2000,- Productos de Minerales no Metálicos,72043.52318852837,cochabamba
2000,- Productos de Refinación del Petróleo,236066.38812617405,cochabamba
2000,- Propiedad de Vivienda,174984.05124853633,cochabamba
2000,- Servicios Financieros,139782.04806481747,cochabamba
2000,- Servicios a las Empresas,199390.60027587836,cochabamba
2000,"- Silvicultura, Caza y Pesca",15386.288569154742,cochabamba
2000,"- Textiles, Prendas de Vestir y Productos del Cuero",72826.53851595055,cochabamba
2000,- Transporte y Almacenamiento,464628.4230494588,cochabamba
2000,"1. Agricultura, Silvicultura, Caza y Pesca",439253.7821222188,cochabamba
2000,10. Restaurantes y Hoteles,128799.41853386021,cochabamba
2000,11. Servicios de la Administración Pública,323881.9236133585,cochabamba
2000,2. Extracción de Minas y Canteras,310023.3702214271,cochabamba
2000,3. Industrias Manufactureras,842540.229946259,cochabamba
2000,"4. Electricidad, Gas y Agua",77163.42317395686,cochabamba
2000,5. Construcción,133428.64608914693,cochabamba
2000,6. Comercio,377999.5807424231,cochabamba
2000,"7. Transporte, Almacenamiento y Comunicaciones",592268.055736208,cochabamba
2000,"8. Establecimientos Financieros, Seguros, Bienes Inmuebles y Servicios Prestados a las Empresas",514156.69958923216,cochabamba
2000,"9. Servicios Comunales, Sociales, Personales y Domésticos",205125.9866575741,cochabamba
2000,"Derechos s/Importaciones, IVA nd, IT y otros Imp. Indirectos",267502.1929868669,cochabamba
2000,PRODUCTO INTERNO BRUTO (a precios básicos),3816326.325507355,cochabamba
2000,PRODUCTO INTERNO BRUTO (a precios de mercado),4083828.518494222,cochabamba
2000,Servicios Bancarios Imputados,-128314.79091830933,cochabamba
2001,- Alimentos,212979.40411208555,cochabamba
2001,- Bebidas y Tabaco,89087.57127363663,cochabamba
2001,- Coca,8412.363007264801,cochabamba
2001,- Comunicaciones,138577.96387781302,cochabamba
2001,- Madera y Productos de Madera,56227.07193632345,cochabamba
2001,- Minerales Metálicos y no Metálicos,38249.25300929211,cochabamba
2001,- Otras Industrias Manufactureras,108163.13353733637,cochabamba
2001,- Petróleo Crudo y Gas Natural,278413.2241233629,cochabamba
2001,- Productos Agrícolas Industriales,481.30606277389813,cochabamba
2001,- Productos Agrícolas no Industriales,237811.55150514783,cochabamba
2001,- Productos Pecuarios,179082.56979673,cochabamba
2001,- Productos de Minerales no Metálicos,67223.83945657476,cochabamba
2001,- Productos de Refinación del Petróleo,239183.7887375416,cochabamba
2001,- Propiedad de Vivienda,179655.7011188009,cochabamba
2001,- Servicios Financieros,156307.21221902908,cochabamba
2001,- Servicios a las Empresas,204647.27162978874,cochabamba
2001,"- Silvicultura, Caza y Pesca",15546.246841260008,cochabamba
2001,"- Textiles, Prendas de Vestir y Productos del Cuero",73541.11961436033,cochabamba
2001,- Transporte y Almacenamiento,448142.57685563393,cochabamba
2001,"1. Agricultura, Silvicultura, Caza y Pesca",441334.0372131765,cochabamba
2001,10. Restaurantes y Hoteles,131551.6132075171,cochabamba
2001,11. Servicios de la Administración Pública,328955.279719168,cochabamba
2001,2. Extracción de Minas y Canteras,316662.47713265504,cochabamba
2001,3. Industrias Manufactureras,846405.9286678586,cochabamba
2001,"4. Electricidad, Gas y Agua",78220.72411219585,cochabamba
2001,5. Construcción,126786.8884126101,cochabamba
2001,6. Comercio,370786.82154187385,cochabamba
2001,"7. Transporte, Almacenamiento y Comunicaciones",586720.540733447,cochabamba
2001,"8. Establecimientos Financieros, Seguros, Bienes Inmuebles y Servicios Prestados a las Empresas",540610.1849676187,cochabamba
2001,"9. Servicios Comunales, Sociales, Personales y Domésticos",210614.14373750257,cochabamba
2001,"Derechos s/Importaciones, IVA nd, IT y otros Imp. Indirectos",261394.33515699024,cochabamba
2001,PRODUCTO INTERNO BRUTO (a precios básicos),3829508.720613349,cochabamba
2001,PRODUCTO INTERNO BRUTO (a precios de mercado),4090903.0557703394,cochabamba
2001,Servicios Bancarios Imputados,-149139.9188322736,cochabamba
2002,- Alimentos,215917.8806664818,cochabamba
2002,- Bebidas y Tabaco,87207.66024337002,cochabamba
2002,- Coca,7686.836579827394,cochabamba
2002,- Comunicaciones,142674.75015346776,cochabamba
