year,department,isic_section,sector_label,value
2018,chuquisaca,K,Actividades financieras y de seguros,104.35817051537748
2018,chuquisaca,L+M+N,"Actividades inmobiliarias, empresariales y de alquiler",106.80914967417168
2018,chuquisaca,O,Administracion publica,96.00134112569204
2018,chuquisaca,P,Enseñanza,105.16580906160583
2018,chuquisaca,Q,Actividades de atencion de la salud humana y de asistencia social,107.91175740436256
2018,chuquisaca,R+S+T,"Actividades artisticas, de entretenimiento, recreativas y otros servicios",94.42239657142436
2019,chuquisaca,,Impuestos netos de subvenciones a los productos,99.81606291119228
2019,chuquisaca,,PRODUCTO  INTERNO  BRUTO(1),104.4620405459901
2019,chuquisaca,,VALOR AGREGADO BRUTO,104.78109115068028
2019,chuquisaca,A,"Agricultura, ganaderia, silvicultura y pesca",110.46888377507952
2019,chuquisaca,B,Actividad extractiva,110.93571555892127
2019,chuquisaca,C,Industrias manufactureras,105.46218050766699
2019,chuquisaca,D+E,"Suministro de electricidad, agua y recolección de desechos sólidos",100.56635312477368
2019,chuquisaca,F,Construcción,91.95389386085567
2019,chuquisaca,G,Comercio; reparacion de vehículos automotores y motocicletas,109.04709772558526
2019,chuquisaca,H,Transporte y almacenamiento,106.11457727337302
2019,chuquisaca,I,Actividades de alojamiento y de servicio de comidas y bebidas,102.29010909256073
2019,chuquisaca,J,Comunicación e informaciones,93.42708472428077
2019,chuquisaca,K,Actividades financieras y de seguros,111.67099347505363
2019,chuquisaca,L+M+N,"Actividades inmobiliarias, empresariales y de alquiler",107.26117797465997
2019,chuquisaca,O,Administracion publica,100.71844166996388
2019,chuquisaca,P,Enseñanza,100.2364764568198
2019,chuquisaca,Q,Actividades de atencion de la salud humana y de asistencia social,115.97701311673185
2019,chuquisaca,R+S+T,"Actividades artisticas, de entretenimiento, recreativas y otros servicios",82.14905175752307
2020,chuquisaca,,Impuestos netos de subvenciones a los productos,73.30537917472559
2020,chuquisaca,,PRODUCTO  INTERNO  BRUTO(1),91.83048076522273
2020,chuquisaca,,VALOR AGREGADO BRUTO,93.04581232236143
2020,chuquisaca,A,"Agricultura, ganaderia, silvicultura y pesca",111.34011215919185
2020,chuquisaca,B,Actividad extractiva,103.42519828655114
2020,chuquisaca,C,Industrias manufactureras,79.52393075387785
2020,chuquisaca,D+E,"Suministro de electricidad, agua y recolección de desechos sólidos",93.01848914370532
2020,chuquisaca,F,Construcción,52.86725340377006
2020,chuquisaca,G,Comercio; reparacion de vehículos automotores y motocicletas,83.71844921405643
2020,chuquisaca,H,Transporte y almacenamiento,73.62128742619265
2020,chuquisaca,I,Actividades de alojamiento y de servicio de comidas y bebidas,72.7346446814014
2020,chuquisaca,J,Comunicación e informaciones,91.58222277116576
2020,chuquisaca,K,Actividades financieras y de seguros,114.6245361249258
