date,roi,u10,v10,blh
2018-07-01,montero,0.1525750521996721,0.2544545546673863,588.0742610051082
2018-08-01,montero,-0.23807592427170002,0.5570095758953899,646.3944796048677
2018-09-01,montero,0.9171993327971122,-0.6259228097463326,664.3928833007814
2018-10-01,montero,0.6706605414061652,-0.3159159075637974,628.2823439378005
2018-11-01,montero,0.3735849027016862,-0.40164932135128073,593.5897404597356
2018-12-01,montero,1.077499664206697,-1.1021795141392736,676.0247286283052
2019-01-01,montero,1.2365294436623284,-1.673387063025969,674.6151451697717
2019-02-01,montero,0.6208771630729777,-0.677780540364807,609.742929311899
2019-03-01,montero,0.27829570375003854,-0.1637222689010419,563.7312903771034
2019-04-01,montero,0.3209058837511053,-0.18583026007435607,504.8805612417368
2019-05-01,montero,0.19584113249444327,-0.17267377063562658,593.1619262695312
2019-06-01,montero,0.7065960426828753,-0.5947065501466121,599.4320537860577
2019-07-01,montero,0.1263893327864535,0.2968942943229241,547.3894371619591
2019-08-01,montero,0.2629124952958189,0.42922560620740297,661.0160851111779
2019-09-01,montero,0.2720444516756048,0.119417404752861,770.9678156926082
2019-10-01,montero,0.6150335587347094,-0.6243399188216626,748.9627262995793
2019-11-01,montero,0.7930372501091775,-0.8957153395633791,662.8563044621394
2019-12-01,montero,0.7811305541667715,-1.0359902091478579,577.2880389873799
2020-01-01,montero,1.187826668253834,-1.3126958847007633,602.4744356595553
2020-02-01,montero,0.5691305334520167,-0.6846214373538334,633.6135253906249
2020-03-01,montero,0.36380351529116034,-0.506555485507302,483.21879225510816
2020-04-01,montero,-0.06165273138144321,0.044904587735386435,596.2691321739784
2020-05-01,montero,0.29395658616708953,-0.11290345970996213,577.363267164964
2020-06-01,montero,0.9204229501349416,-0.933362555820155,724.4446739783655
2020-07-01,montero,0.45943053953721463,-0.14390064213712495,610.6440007136418
2020-08-01,montero,0.8279414186889373,-0.25412259450446273,624.9178419846754
2020-09-01,montero,0.4286173278024145,-0.1830004180248697,743.7878136268029
2020-10-01,montero,0.9779197693904202,-1.0894106319639008,885.5621901292067
