date,roi,u10,v10,blh
2018-07-01,cobija,0.09650877086065149,0.24902427709230812,464.02056884765625
2018-08-01,cobija,0.0032491786505586357,0.17632984858687206,450.71502685546875
2018-09-01,cobija,0.25314868556128606,-0.39019107818603516,519.0208129882812
2018-10-01,cobija,0.4949984524839668,-0.62958397019294,445.402587890625
2018-11-01,cobija,0.39582841131422253,-0.8023783220185174,418.9774475097656
2018-12-01,cobija,0.4665395329075475,-1.1004038818420903,469.51629638671875
2019-01-01,cobija,0.1692345155182705,-0.92088226092759,369.9449157714844
2019-02-01,cobija,0.09130658422197614,-0.7343473874387287,370.9869384765625
2019-03-01,cobija,-0.14695130496896724,-0.24269057473828715,373.19403076171875
2019-04-01,cobija,-0.07697874704996745,-0.2063949982325236,362.177978515625
2019-05-01,cobija,-0.15256001872401084,-0.09437617563432263,370.84307861328125
2019-06-01,cobija,-0.052298348479800756,-0.18513725996017455,394.88726806640625
2019-07-01,cobija,-0.00915616302080052,0.02633658403991371,454.5602111816406
2019-08-01,cobija,-0.2522403270967545,0.23675613377683907,545.0252075195312
2019-09-01,cobija,0.30691806740230987,-0.2982081717915005,506.2575378417969
2019-10-01,cobija,0.1990148187965475,-0.35797182975276826,397.47222900390625
2019-11-01,cobija,0.17413460148705376,-0.6287859585550096,370.40228271484375
2019-12-01,cobija,0.29501144347652314,-0.8453772888388685,358.82489013671875
2020-01-01,cobija,0.6028270682980937,-0.9539642859530705,428.6860656738281
2020-02-01,cobija,0.2471246089058361,-0.7409437141199221,387.80841064453125
2020-03-01,cobija,0.07929016697791315,-0.49096029291870774,376.44146728515625
2020-04-01,cobija,-0.4394525951809353,0.2736906197335985,373.4261169433594
2020-05-01,cobija,-0.29196737658592964,0.2592720652139315,359.6678771972656
2020-06-01,cobija,-0.16206414037280611,-0.44868600368499756,357.84124755859375
2020-07-01,cobija,0.03848854187996157,-0.05967300809839721,380.47039794921875
2020-08-01,cobija,0.22453202483474569,-0.35467943965747795,603.5306396484375
2020-09-01,cobija,0.15521823035346138,0.007515386740366618,488.0782165527344
2020-10-01,cobija,0.3575376554202008,-0.7613833117228682,558.0552368164062
2020-11-01,cobija,-0.009484140078226726,-0.5556224875979954,497.07855224609375
2020-12-01,cobija,0.4634323389299454,-0.8642065601964151,433.50506591796875
2021-01-01,cobija,0.3018517135291971,-0.8339377462223012,466.76751708984375
2021-02-01,cobija,0.2540997664133708,-0.743267841282345,350.2041320800781
2021-03-01,cobija,0.0697544966974566,-0.3903072957069643,350.9257507324219
2021-04-01,cobija,-0.26181598636839126,0.09453631242116292,378.13604736328125
2021-05-01,cobija,-0.3147623282606884,0.10894475316488615,381.1121826171875
2021-06-01,cobija,-0.2617545101377699,0.21088131931093004,381.4033508300781
2021-07-01,cobija,-0.09742416361326812,0.19286032774115122,474.5537109375
2021-08-01,cobija,-0.20850670594041065,-0.08406798173022527,584.6310424804688
2021-09-01,cobija,0.4362490097681681,-0.7052961150805156,614.5201416015625
2021-10-01,cobija,0.20732295641335108,-0.5625154177347819,539.0719604492188
2021-11-01,cobija,0.39108915593889026,-0.840745476881663,424.5091552734375
2021-12-01,cobija,0.6348295186155586,-0.8670715298703922,436.2554931640625
2022-01-01,cobija,0.3926810590169763,-0.9403761010016164,445.1120300292969
2022-02-01,cobija,0.3191330844447726,-0.6285978229272933,356.3211669921875
2022-03-01,cobija,-0.011724383600296514,-0.2266372698609547,368.9392395019531
2022-04-01,cobija,-0.12387690676583184,-0.16372865041097004,410.41741943359375
2022-05-01,cobija,-0.27090464356125044,0.07891518326215846,420.8777160644531
2022-06-01,cobija,-0.35813272926542494,-0.048689146836598717,415.5578918457031
2022-07-01,cobija,0.20386143909987584,-0.5573666467461534,512.8999633789062
2022-08-01,cobija,-0.040157307860671836,0.08943860248852802,523.3248901367188
2022-09-01,cobija,0.09031039211485122,-0.2635310331980387,626.2433471679688
2022-10-01,cobija,0.014515696033354729,-0.3425384195902014,477.07196044921875
2022-11-01,cobija,-0.2180642604827881,-0.030964697731865776,598.5507202148438
2022-12-01,cobija,0.544123952106763,-0.8295273075821579,436.0647888183594
2023-01-01,cobija,0.46793207814616544,-1.087315946496943,484.5013732910156
2023-02-01,cobija,0.1271409477506365,-0.621789908125287,377.1898498535156
2023-03-01,cobija,0.21242163001850087,-0.5248781045277914,333.3890380859375
2023-04-01,cobija,-0.1665114813380771,-0.10024897389941745,357.5286865234375
2023-05-01,cobija,-0.3846480410586121,0.20878772197231169,321.16729736328125
2023-06-01,cobija,-0.18093836175070868,0.05464740859137641,399.87127685546875
2023-07-01,cobija,-0.06786139165201495,-0.4703986055107527,555.2032470703125
2023-08-01,cobija,0.29152787116266066,-0.7051261586527671,576.153076171875
2023-09-01,cobija,0.27994070318010117,-0.6721568028132121,557.6777954101562
2023-10-01,cobija,0.5440600213184151,-1.0367064129921697,651.29541015625
2023-11-01,cobija,0.491252867380778,-1.0702449944284227,582.92578125
2023-12-01,cobija,0.3287945703793598,-0.8815112793317406,413.98431396484375
2024-01-01,cobija,0.49918261907433953,-1.0523210212748537,425.0657043457031
2024-02-01,cobija,0.04710643866966511,-0.5953327732524653,366.4789123535156
2024-03-01,cobija,0.002169351423940351,-0.4067877902779528,435.6683654785156
