date,city,sol,n_valid_pixels,log_sol,trend_extrap,anomaly,stl_seasonal,stl_sa
2024-02-01,trinidad,2974.2732813805023,346,7.9977550129734745,8.375642917300237,-0.3423689240155525,-0.03551898031120904,8.033273993284684
2024-04-01,trinidad,4609.479567860913,294,8.435870237613772,8.389934559876838,0.10234005528812418,-0.05640437755119109,8.492274615164963
2024-05-01,trinidad,4020.2345725205246,340,8.299095531283957,8.39708038116514,-0.10028454875139658,0.0022996988702144853,8.296795832413743
2024-06-01,trinidad,4352.920310078262,322,8.378602234487932,8.40422620245344,-0.11054080444013792,0.08491683647462889,8.293685398013302
2024-07-01,trinidad,4988.660999036315,350,8.514922815870316,8.411372023741741,0.0025708387670491106,0.10097995336152542,8.41394286250879
2024-08-01,trinidad,4897.452671236604,361,8.496470485910153,8.418517845030042,-0.07454102002121665,0.15249366090132851,8.343976825008825
2024-09-01,trinidad,1755.1148668812668,361,7.470289584972526,8.425663666318343,-1.0504952541149004,0.0951211727690833,7.375168412203442
2024-10-01,trinidad,2575.1473692256563,361,7.853662042227464,8.432809487606644,-0.569267251670702,-0.009880193708477354,7.863542235935942
2024-11-01,trinidad,3371.782598182773,359,8.12319684438101,8.439955308894945,-0.2277363983023104,-0.08902206621162381,8.212218910592634
2024-12-01,trinidad,3209.6034494544506,337,8.073902672497363,8.447101130183245,-0.08819346725449861,-0.28500499043138344,8.358907662928747
2025-02-01,trinidad,4450.1669662512295,341,8.400696894962303,8.461392772759847,-0.017955306951288108,-0.042740570846255495,8.44343746580856
2025-03-01,trinidad,4305.998040514554,355,8.367764222864881,8.468538594048148,-0.1265879840649795,0.025813612881712092,8.341950609983169
2025-04-01,trinidad,4133.267684816992,350,8.32682358009332,8.475684415336449,-0.11700520311416795,-0.03185563212896147,8.358679212222281
2025-05-01,trinidad,4250.053158860043,325,8.354686769807307,8.48283023662475,-0.12178665771817698,-0.00635680909926541,8.361043578906573
2025-06-01,trinidad,4193.083762995501,327,8.34119172383636,8.48997605791305,-0.14842503753681058,-0.0003592965398807853,8.34155102037624
2025-07-01,trinidad,4896.290005354073,308,8.496233055557655,8.497121879201352,-0.11076435172054211,0.10987552807684532,8.38635752748081
2025-08-01,trinidad,4838.509505760034,354,8.484361998927941,8.504267700489653,-0.15865524579167278,0.1387495442299622,8.34561245469798
2025-09-01,trinidad,5116.341727861737,361,8.540194956375284,8.511413521777953,-0.13340718540610297,0.16218862000343479,8.37800633637185
2025-10-01,trinidad,4658.9342252652095,360,8.446541993937618,8.518559343066254,-0.14714206249104222,0.07512471336240653,8.371417280575212
2025-11-01,trinidad,4420.7959601482835,316,8.394075040340532,8.525705164354555,-0.12200998544972919,-0.009620138564294608,8.403695178904826
2025-12-01,trinidad,4123.230398321396,302,8.324392212378052,8.532850985642856,-0.07453015466735557,-0.1339286185974474,8.4583208309755
2026-01-01,trinidad,4515.804891818455,264,8.415338720575937,8.539996806931157,0.22399679164679576,-0.3486548780020155,8.763993598577953
2026-02-01,trinidad,4321.602505670689,335,8.371381562839805,8.547142628219458,-0.1279751264096003,-0.047785938970053246,8.419167501809858
2012-04-01,yacuiba,3107.981182368703,324,8.041728656890285,8.139551571552373,-0.08414217990062589,-0.013680734761461987,8.055409391651747
2012-05-01,yacuiba,3700.2789132554026,287,8.216163477752158,8.139044347074844,-0.03531422266545725,0.11243335334277181,8.103730124409386
2012-06-01,yacuiba,3420.1134964996277,295,8.137429015617005,8.138537122597317,-0.045925032121743925,0.044816925141432165,8.092612090475573
2012-07-01,yacuiba,3447.2420485041125,263,8.145329784099163,8.138029898119788,-0.04617008020275648,0.05346996618213097,8.091859817917031
2012-08-01,yacuiba,3537.25336765702,307,8.171105820130741,8.13752267364226,-0.03622307640801026,0.06980622289649013,8.10129959723425
2012-09-01,yacuiba,3376.9006737321965,320,8.124713607377409,8.137015449164732,-0.024382579667468818,0.012080737880145792,8.112632869497263
2012-10-01,yacuiba,3101.83446595724,332,8.039748978662445,8.136508224687205,-0.02513603306035428,-0.0716232129644053,8.11137219162685
2012-11-01,yacuiba,3530.5804684326395,358,8.169217575058262,8.136001000209676,0.03595812611139593,-0.0027415512628103504,8.171959126321072
2012-12-01,yacuiba,3232.3815232016773,349,8.080974458219233,8.135493775732149,-0.022208536457696937,-0.032310781055219444,8.113285239274452
2013-01-01,yacuiba,3113.607088294743,273,8.0435371685483,8.13498655125462,0.003107536079948403,-0.09455691878626879,8.138094087334569
2013-02-01,yacuiba,3427.0111681619283,327,8.139443780743512,8.134479326777091,0.010718971327847271,-0.005754517361425715,8.145198298104939
2013-03-01,yacuiba,3331.224974184153,266,8.111095375445908,8.133972102299564,0.011929514117671403,-0.03480624097132722,8.145901616417236
2013-04-01,yacuiba,3561.0040183541237,304,8.177797811711324,8.133464877822036,0.04185420490744107,0.0024787289818479076,8.175319082729477
2013-05-01,yacuiba,3532.532080810677,320,8.169770196134056,8.132957653344508,-0.006839044068954081,0.04365158685850118,8.126118609275554
2013-06-01,yacuiba,3471.574000451252,318,8.152363372529939,8.13245042886698,-0.011187148469511854,0.031100092132470395,8.121263280397468
2013-07-01,yacuiba,3644.991798470867,255,8.201109394363648,8.131943204389453,0.022624064533880883,0.046542125440315295,8.154567268923334
2013-08-01,yacuiba,3886.931756000156,286,8.265375373713317,8.131435979911924,0.06739025266954535,0.06654914113184689,8.19882623258147
2013-09-01,yacuiba,3442.3218246404526,347,8.14390147171518,8.130928755434397,-0.023626549388836793,0.03659926566962042,8.10730220604556
2013-10-01,yacuiba,3187.343703097113,329,8.066943153941986,8.130421530956868,-0.024090505951591012,-0.039387871063290954,8.106331025005277
2013-11-01,yacuiba,3119.224294123002,321,8.045339626213012,8.12991430647934,-0.07827533595133929,-0.006299344314989475,8.051638970528002
2013-12-01,yacuiba,3337.7054835818462,320,8.113038868927678,8.129407082001812,0.051366329371644426,-0.06773454244577948,8.180773411373456
2014-01-01,yacuiba,3070.746281984631,314,8.02967589963434,8.128899857524285,-0.03824199402147599,-0.060981963868468964,8.090657863502809
2014-02-01,yacuiba,3239.739990460311,363,8.083248355708255,8.128392633046756,-0.05506520945553284,0.009920932117031964,8.073327423591223
2014-03-01,yacuiba,3131.4106568358006,369,8.049238871089297,8.12788540856923,-0.05461350871122761,-0.024033028768703276,8.073271899858002
2014-04-01,yacuiba,3409.416569943048,340,8.134296461780995,8.1273781840917,-0.008414843083366819,0.015333120772660727,8.118963341008334
2014-05-01,yacuiba,2759.6363179551468,351,7.922854181172086,8.126870959614173,-0.18014878904788034,-0.02386798939420696,7.946722170566293
2014-06-01,yacuiba,3732.5908181794753,320,8.224857860846598,8.126363735136644,0.08306220412319831,0.015431921586755368,8.209425939259843
2014-07-01,yacuiba,3503.198832888859,274,8.161431782331407,8.125856510659117,-0.004790989709697158,0.04036626138198637,8.12106552094942
