date,viirs_z,vnf_z,no2_z,ndvi_z,aduana,ypfb_gas
2025-07-01,-1.575217613192333,,0.25083459230077,,0.4452015734174414,0.03206348002495326
2025-08-01,-1.6146549614471546,,-0.1014413607580873,,0.7436955121815603,0.03206348002495326
2025-09-01,-1.8506471832844669,,0.4463127824337066,,-0.8211514060723025,0.03206348002495326
2025-10-01,-1.5581324727430903,,0.3848940539136384,,0.8812742886370498,0.03206348002495326
2025-11-01,-1.5730094174741391,,0.2630144678908888,,-0.12371707154603984,0.03206348002495326
2025-12-01,-1.7038613200127426,,0.556148435241386,,1.3042575597488537,0.03206348002495326
2026-01-01,-1.7907528622430038,,-0.1743465683771478,,-2.9663967479213187,
2026-02-01,-1.7214304343799691,,0.4068345256411637,,0.8921159379633455,
2026-03-01,,,0.1337341544644588,,,
2026-04-01,,,-0.4514928262151899,,,
