date,zone,ndvi,n_valid_pixels,source
2020-02-01,chaco_periphery,0.4985303685638328,19416,COPERNICUS/S2_SR_HARMONIZED
2020-03-01,chaco_periphery,0.5282100056840237,19417,COPERNICUS/S2_SR_HARMONIZED
2020-04-01,chaco_periphery,0.4742387110213116,19417,COPERNICUS/S2_SR_HARMONIZED
2020-05-01,chaco_periphery,0.37728976952902943,19417,COPERNICUS/S2_SR_HARMONIZED
2020-06-01,chaco_periphery,0.2870501506350777,19315,COPERNICUS/S2_SR_HARMONIZED
2020-07-01,chaco_periphery,0.26485383855565486,19417,COPERNICUS/S2_SR_HARMONIZED
2020-08-01,chaco_periphery,0.223973934936794,19417,COPERNICUS/S2_SR_HARMONIZED
2020-09-01,chaco_periphery,0.20178785259284793,19417,COPERNICUS/S2_SR_HARMONIZED
2020-10-01,chaco_periphery,0.19018428750932515,19417,COPERNICUS/S2_SR_HARMONIZED
2020-11-01,chaco_periphery,0.23174053900356162,19417,COPERNICUS/S2_SR_HARMONIZED
2020-12-01,chaco_periphery,0.29896335134573054,19417,COPERNICUS/S2_SR_HARMONIZED
2021-01-01,chaco_periphery,0.3903676652612882,19254,COPERNICUS/S2_SR_HARMONIZED
2021-02-01,chaco_periphery,0.5733833369794032,18976,COPERNICUS/S2_SR_HARMONIZED
2021-03-01,chaco_periphery,0.5812657986700599,19287,COPERNICUS/S2_SR_HARMONIZED
2021-04-01,chaco_periphery,0.595036339831283,19411,COPERNICUS/S2_SR_HARMONIZED
2021-05-01,chaco_periphery,0.5380498743683098,17427,COPERNICUS/S2_SR_HARMONIZED
2021-06-01,chaco_periphery,0.46717068250665655,14814,COPERNICUS/S2_SR_HARMONIZED
2021-07-01,chaco_periphery,0.2809368084275831,19417,COPERNICUS/S2_SR_HARMONIZED
2021-08-01,chaco_periphery,0.23076221213251183,19417,COPERNICUS/S2_SR_HARMONIZED
2021-09-01,chaco_periphery,0.21982769268797078,19417,COPERNICUS/S2_SR_HARMONIZED
2021-10-01,chaco_periphery,0.2116593108577098,19417,COPERNICUS/S2_SR_HARMONIZED
2021-11-01,chaco_periphery,0.2436659187071449,18882,COPERNICUS/S2_SR_HARMONIZED
2021-12-01,chaco_periphery,0.4754853914445231,18266,COPERNICUS/S2_SR_HARMONIZED
2022-01-01,chaco_periphery,0.40905085088020665,19417,COPERNICUS/S2_SR_HARMONIZED
2022-02-01,chaco_periphery,0.39877805676940303,19405,COPERNICUS/S2_SR_HARMONIZED
2022-03-01,chaco_periphery,0.4212064975214503,19417,COPERNICUS/S2_SR_HARMONIZED
2022-04-01,chaco_periphery,0.36187850665780114,19417,COPERNICUS/S2_SR_HARMONIZED
2022-05-01,chaco_periphery,0.334102206043954,19253,COPERNICUS/S2_SR_HARMONIZED
2022-06-01,chaco_periphery,0.27985966601659645,19417,COPERNICUS/S2_SR_HARMONIZED
2022-07-01,chaco_periphery,0.21644349789343134,19417,COPERNICUS/S2_SR_HARMONIZED
2022-08-01,chaco_periphery,0.21085450449098242,19417,COPERNICUS/S2_SR_HARMONIZED
2022-09-01,chaco_periphery,0.17793459794714753,19312,COPERNICUS/S2_SR_HARMONIZED
2022-10-01,chaco_periphery,0.2122173285481828,19417,COPERNICUS/S2_SR_HARMONIZED
2022-11-01,chaco_periphery,0.2552575970698697,19417,COPERNICUS/S2_SR_HARMONIZED
2022-12-01,chaco_periphery,0.352438477926089,19417,COPERNICUS/S2_SR_HARMONIZED
2023-01-01,chaco_periphery,0.32414254691794436,19413,COPERNICUS/S2_SR_HARMONIZED
2023-02-01,chaco_periphery,0.4323988606264333,19417,COPERNICUS/S2_SR_HARMONIZED
2023-03-01,chaco_periphery,0.5335926824757302,19353,COPERNICUS/S2_SR_HARMONIZED
2023-04-01,chaco_periphery,0.6294515661950773,19346,COPERNICUS/S2_SR_HARMONIZED
2023-05-01,chaco_periphery,0.4057444520807248,9966,COPERNICUS/S2_SR_HARMONIZED
2023-06-01,chaco_periphery,0.47688709381294364,19416,COPERNICUS/S2_SR_HARMONIZED
2023-07-01,chaco_periphery,0.3475686596035476,19417,COPERNICUS/S2_SR_HARMONIZED
2023-08-01,chaco_periphery,0.2861026738356362,19417,COPERNICUS/S2_SR_HARMONIZED
2023-09-01,chaco_periphery,0.23564207280154748,19417,COPERNICUS/S2_SR_HARMONIZED
2023-10-01,chaco_periphery,0.20226909054202888,19415,COPERNICUS/S2_SR_HARMONIZED
2023-11-01,chaco_periphery,0.25010887527214026,19413,COPERNICUS/S2_SR_HARMONIZED
2023-12-01,chaco_periphery,0.27503796743519743,19417,COPERNICUS/S2_SR_HARMONIZED
2024-01-01,chaco_periphery,0.3672885697209916,19417,COPERNICUS/S2_SR_HARMONIZED
2024-02-01,chaco_periphery,0.4390945757350673,19183,COPERNICUS/S2_SR_HARMONIZED
2024-03-01,chaco_periphery,0.5276056155677548,19417,COPERNICUS/S2_SR_HARMONIZED
2024-04-01,chaco_periphery,0.5485768074527733,19415,COPERNICUS/S2_SR_HARMONIZED
2024-05-01,chaco_periphery,0.558157665976951,19417,COPERNICUS/S2_SR_HARMONIZED
2024-06-01,chaco_periphery,0.4457867336243065,19417,COPERNICUS/S2_SR_HARMONIZED
2024-07-01,chaco_periphery,0.33149242382762917,19417,COPERNICUS/S2_SR_HARMONIZED
2024-08-01,chaco_periphery,0.2550517747926629,19417,COPERNICUS/S2_SR_HARMONIZED
2024-09-01,chaco_periphery,0.2202470249392166,19417,COPERNICUS/S2_SR_HARMONIZED
2024-10-01,chaco_periphery,0.20876637029146047,19417,COPERNICUS/S2_SR_HARMONIZED
2024-11-01,chaco_periphery,0.26421737738434503,19413,COPERNICUS/S2_SR_HARMONIZED
2024-12-01,chaco_periphery,0.3632865056293256,19416,COPERNICUS/S2_SR_HARMONIZED
2025-01-01,chaco_periphery,0.5145898363171864,19417,COPERNICUS/S2_SR_HARMONIZED
2025-02-01,chaco_periphery,0.5663806880141022,19417,COPERNICUS/S2_SR_HARMONIZED
2025-03-01,chaco_periphery,0.6133865451508062,17134,COPERNICUS/S2_SR_HARMONIZED
2025-04-01,chaco_periphery,0.5983757894723709,1651,COPERNICUS/S2_SR_HARMONIZED
2025-05-01,chaco_periphery,0.6701638793916391,19409,COPERNICUS/S2_SR_HARMONIZED
2025-06-01,chaco_periphery,0.6345433377615014,15254,COPERNICUS/S2_SR_HARMONIZED
2025-07-01,chaco_periphery,0.5819954241100418,19417,COPERNICUS/S2_SR_HARMONIZED
2025-08-01,chaco_periphery,0.5177907034777837,19417,COPERNICUS/S2_SR_HARMONIZED
2025-09-01,chaco_periphery,0.37273090974320094,19417,COPERNICUS/S2_SR_HARMONIZED
2025-10-01,chaco_periphery,0.38615128826150397,19417,COPERNICUS/S2_SR_HARMONIZED
2025-11-01,chaco_periphery,0.46620979179732946,19398,COPERNICUS/S2_SR_HARMONIZED
2025-12-01,chaco_periphery,0.49153645940374957,19094,COPERNICUS/S2_SR_HARMONIZED
2026-01-01,chaco_periphery,0.5208164138964054,19417,COPERNICUS/S2_SR_HARMONIZED
2026-02-01,chaco_periphery,0.49024906746543295,19417,COPERNICUS/S2_SR_HARMONIZED
2013-01-01,altiplano_tubers_quinoa,,0,missing
2013-02-01,altiplano_tubers_quinoa,,0,missing
2013-03-01,altiplano_tubers_quinoa,0.2377338910361561,83,LANDSAT/LC08/C02/T1_L2
2013-04-01,altiplano_tubers_quinoa,0.27618811030607415,2837,LANDSAT/LC08/C02/T1_L2
2013-05-01,altiplano_tubers_quinoa,0.22729615994109445,2835,LANDSAT/LC08/C02/T1_L2
2013-06-01,altiplano_tubers_quinoa,0.2280340035937783,2786,LANDSAT/LC08/C02/T1_L2
2013-07-01,altiplano_tubers_quinoa,0.18912232788964828,2837,LANDSAT/LC08/C02/T1_L2
2013-08-01,altiplano_tubers_quinoa,0.17930913211911645,2834,LANDSAT/LC08/C02/T1_L2
2013-09-01,altiplano_tubers_quinoa,0.17915353869081693,2834,LANDSAT/LC08/C02/T1_L2
2013-10-01,altiplano_tubers_quinoa,0.17206041833886868,1301,LANDSAT/LC08/C02/T1_L2
2013-11-01,altiplano_tubers_quinoa,0.21040322448899246,2836,LANDSAT/LC08/C02/T1_L2
2013-12-01,altiplano_tubers_quinoa,0.29666615672578267,1538,LANDSAT/LC08/C02/T1_L2
2014-01-01,altiplano_tubers_quinoa,0.3274530855002241,2044,LANDSAT/LC08/C02/T1_L2
2014-02-01,altiplano_tubers_quinoa,0.32784917358307836,676,LANDSAT/LC08/C02/T1_L2
2014-03-01,altiplano_tubers_quinoa,0.3136272625410619,2831,LANDSAT/LC08/C02/T1_L2
2014-04-01,altiplano_tubers_quinoa,0.25356850412978144,2556,LANDSAT/LC08/C02/T1_L2
2014-05-01,altiplano_tubers_quinoa,0.21619328135811347,2829,LANDSAT/LC08/C02/T1_L2
2014-06-01,altiplano_tubers_quinoa,0.19559551463769648,2835,LANDSAT/LC08/C02/T1_L2
2014-07-01,altiplano_tubers_quinoa,0.18035004947804598,2832,LANDSAT/LC08/C02/T1_L2
2014-08-01,altiplano_tubers_quinoa,0.17879607196805694,2837,LANDSAT/LC08/C02/T1_L2
2014-09-01,altiplano_tubers_quinoa,0.18587970703413598,2786,LANDSAT/LC08/C02/T1_L2
2014-10-01,altiplano_tubers_quinoa,0.20780556619100468,2837,LANDSAT/LC08/C02/T1_L2
2014-11-01,altiplano_tubers_quinoa,0.2008988903506785,2690,LANDSAT/LC08/C02/T1_L2
2014-12-01,altiplano_tubers_quinoa,0.22251285668138365,2516,LANDSAT/LC08/C02/T1_L2
2015-01-01,altiplano_tubers_quinoa,0.2708817601449819,2033,LANDSAT/LC08/C02/T1_L2
2015-02-01,altiplano_tubers_quinoa,0.30461748985585624,1741,LANDSAT/LC08/C02/T1_L2
2015-03-01,altiplano_tubers_quinoa,0.31268036606957916,2330,LANDSAT/LC08/C02/T1_L2
2015-04-01,altiplano_tubers_quinoa,0.3077618296050981,2247,LANDSAT/LC08/C02/T1_L2
2015-05-01,altiplano_tubers_quinoa,0.25251262352767806,2837,LANDSAT/LC08/C02/T1_L2
2015-06-01,altiplano_tubers_quinoa,0.2054506227397025,2833,LANDSAT/LC08/C02/T1_L2
2015-07-01,altiplano_tubers_quinoa,0.18696593450494853,2837,LANDSAT/LC08/C02/T1_L2
2015-08-01,altiplano_tubers_quinoa,0.17610772582839512,2836,LANDSAT/LC08/C02/T1_L2
2015-09-01,altiplano_tubers_quinoa,0.17506413183464872,2837,LANDSAT/LC08/C02/T1_L2
2015-10-01,altiplano_tubers_quinoa,0.19459415597452137,2837,LANDSAT/LC08/C02/T1_L2
2015-11-01,altiplano_tubers_quinoa,0.20732843177170793,2817,LANDSAT/LC08/C02/T1_L2
2015-12-01,altiplano_tubers_quinoa,0.20579604774696145,2836,LANDSAT/LC08/C02/T1_L2
2016-01-01,altiplano_tubers_quinoa,0.23327284979317808,2837,LANDSAT/LC08/C02/T1_L2
2016-02-01,altiplano_tubers_quinoa,0.2945637591492387,2016,LANDSAT/LC08/C02/T1_L2
2016-03-01,altiplano_tubers_quinoa,0.2858647468934057,2837,LANDSAT/LC08/C02/T1_L2
2016-04-01,altiplano_tubers_quinoa,0.2590182512235195,2828,LANDSAT/LC08/C02/T1_L2
2016-05-01,altiplano_tubers_quinoa,0.20845499401550907,2828,LANDSAT/LC08/C02/T1_L2
2016-06-01,altiplano_tubers_quinoa,0.182192994489427,2819,LANDSAT/LC08/C02/T1_L2
2016-07-01,altiplano_tubers_quinoa,0.17929756392497417,2837,LANDSAT/LC08/C02/T1_L2
2016-08-01,altiplano_tubers_quinoa,0.1640143236563958,2829,LANDSAT/LC08/C02/T1_L2
2016-09-01,altiplano_tubers_quinoa,0.1628249255325006,2837,LANDSAT/LC08/C02/T1_L2
2016-10-01,altiplano_tubers_quinoa,0.1806306870780529,2837,LANDSAT/LC08/C02/T1_L2
2016-11-01,altiplano_tubers_quinoa,0.17666458434762086,2837,LANDSAT/LC08/C02/T1_L2
2016-12-01,altiplano_tubers_quinoa,0.18887795693629997,2830,LANDSAT/LC08/C02/T1_L2
2017-01-01,altiplano_tubers_quinoa,0.22019865490448184,2347,LANDSAT/LC08/C02/T1_L2
2017-02-01,altiplano_tubers_quinoa,0.24758587519660574,2610,LANDSAT/LC08/C02/T1_L2
2017-03-01,altiplano_tubers_quinoa,,0,missing
2017-04-01,altiplano_tubers_quinoa,,0,missing
2017-05-01,altiplano_tubers_quinoa,0.21826663081314862,7671,COPERNICUS/S2_SR_HARMONIZED
2017-06-01,altiplano_tubers_quinoa,0.14602378870584398,11190,COPERNICUS/S2_SR_HARMONIZED
2017-07-01,altiplano_tubers_quinoa,0.1530986141222274,11190,COPERNICUS/S2_SR_HARMONIZED
2017-08-01,altiplano_tubers_quinoa,0.1367582849090146,11190,COPERNICUS/S2_SR_HARMONIZED
2017-09-01,altiplano_tubers_quinoa,0.13199342139182188,1023,COPERNICUS/S2_SR_HARMONIZED
2017-10-01,altiplano_tubers_quinoa,0.15827073823116,6635,COPERNICUS/S2_SR_HARMONIZED
2017-11-01,altiplano_tubers_quinoa,0.14704869276242832,7166,COPERNICUS/S2_SR_HARMONIZED
2017-12-01,altiplano_tubers_quinoa,0.18265701689127806,1012,COPERNICUS/S2_SR_HARMONIZED
2018-01-01,altiplano_tubers_quinoa,,0,missing
2018-02-01,altiplano_tubers_quinoa,0.330189692241126,10383,COPERNICUS/S2_SR_HARMONIZED
2018-03-01,altiplano_tubers_quinoa,0.4521559047320618,45,COPERNICUS/S2_SR_HARMONIZED
2018-04-01,altiplano_tubers_quinoa,0.25829610815618315,6193,COPERNICUS/S2_SR_HARMONIZED
2018-05-01,altiplano_tubers_quinoa,0.21010853023218692,11190,COPERNICUS/S2_SR_HARMONIZED
2018-06-01,altiplano_tubers_quinoa,0.1551409578357127,1985,COPERNICUS/S2_SR_HARMONIZED
2018-07-01,altiplano_tubers_quinoa,0.1580607691633439,1474,COPERNICUS/S2_SR_HARMONIZED
2018-08-01,altiplano_tubers_quinoa,,0,missing
2018-09-01,altiplano_tubers_quinoa,0.1419843824143923,11190,COPERNICUS/S2_SR_HARMONIZED
2018-10-01,altiplano_tubers_quinoa,0.14701134688055215,1115,COPERNICUS/S2_SR_HARMONIZED
2018-11-01,altiplano_tubers_quinoa,0.1571935634650259,53,COPERNICUS/S2_SR_HARMONIZED
2018-12-01,altiplano_tubers_quinoa,0.18168234090634808,12317,COPERNICUS/S2_SR_HARMONIZED
2019-01-01,altiplano_tubers_quinoa,0.24794543328096932,12317,COPERNICUS/S2_SR_HARMONIZED
2019-02-01,altiplano_tubers_quinoa,0.3351983445469547,12336,COPERNICUS/S2_SR_HARMONIZED
2019-03-01,altiplano_tubers_quinoa,0.3087803827979788,12327,COPERNICUS/S2_SR_HARMONIZED
2019-04-01,altiplano_tubers_quinoa,0.26678920504018827,12340,COPERNICUS/S2_SR_HARMONIZED
2019-05-01,altiplano_tubers_quinoa,0.20853328755346398,12340,COPERNICUS/S2_SR_HARMONIZED
2019-06-01,altiplano_tubers_quinoa,0.1742817113559079,12340,COPERNICUS/S2_SR_HARMONIZED
2019-07-01,altiplano_tubers_quinoa,0.15219335928342004,12340,COPERNICUS/S2_SR_HARMONIZED
2019-08-01,altiplano_tubers_quinoa,0.1377781532314182,12340,COPERNICUS/S2_SR_HARMONIZED
2019-09-01,altiplano_tubers_quinoa,0.1422470210246552,12340,COPERNICUS/S2_SR_HARMONIZED
2019-10-01,altiplano_tubers_quinoa,0.1549078636602628,12340,COPERNICUS/S2_SR_HARMONIZED
2019-11-01,altiplano_tubers_quinoa,0.1731293540818289,12340,COPERNICUS/S2_SR_HARMONIZED
2019-12-01,altiplano_tubers_quinoa,0.1971940344758046,12340,COPERNICUS/S2_SR_HARMONIZED
2020-01-01,altiplano_tubers_quinoa,0.24639731596061748,12338,COPERNICUS/S2_SR_HARMONIZED
2020-02-01,altiplano_tubers_quinoa,0.27290359511633505,12254,COPERNICUS/S2_SR_HARMONIZED
2020-03-01,altiplano_tubers_quinoa,0.28903504728038676,12337,COPERNICUS/S2_SR_HARMONIZED
2020-04-01,altiplano_tubers_quinoa,0.26212201762536874,12340,COPERNICUS/S2_SR_HARMONIZED
2020-05-01,altiplano_tubers_quinoa,0.20696199772703275,12335,COPERNICUS/S2_SR_HARMONIZED
2020-06-01,altiplano_tubers_quinoa,0.17083276199507474,12336,COPERNICUS/S2_SR_HARMONIZED
2020-07-01,altiplano_tubers_quinoa,0.1485435351208957,12329,COPERNICUS/S2_SR_HARMONIZED
2020-08-01,altiplano_tubers_quinoa,0.13874587010701894,12338,COPERNICUS/S2_SR_HARMONIZED
2020-09-01,altiplano_tubers_quinoa,0.14238204070729515,12340,COPERNICUS/S2_SR_HARMONIZED
2020-10-01,altiplano_tubers_quinoa,0.1566330750235891,12340,COPERNICUS/S2_SR_HARMONIZED
2020-11-01,altiplano_tubers_quinoa,0.15504089577032243,12340,COPERNICUS/S2_SR_HARMONIZED
2020-12-01,altiplano_tubers_quinoa,0.15834433246740062,12326,COPERNICUS/S2_SR_HARMONIZED
2021-01-01,altiplano_tubers_quinoa,0.21273092587433562,12331,COPERNICUS/S2_SR_HARMONIZED
2021-02-01,altiplano_tubers_quinoa,0.2537711069674375,12340,COPERNICUS/S2_SR_HARMONIZED
2021-03-01,altiplano_tubers_quinoa,0.2721685564051506,12340,COPERNICUS/S2_SR_HARMONIZED
2021-04-01,altiplano_tubers_quinoa,0.2286855301305321,12340,COPERNICUS/S2_SR_HARMONIZED
2021-05-01,altiplano_tubers_quinoa,0.17163385877968362,12340,COPERNICUS/S2_SR_HARMONIZED
2021-06-01,altiplano_tubers_quinoa,0.14611176256745914,12337,COPERNICUS/S2_SR_HARMONIZED
2021-07-01,altiplano_tubers_quinoa,0.13542831960986407,12340,COPERNICUS/S2_SR_HARMONIZED
2021-08-01,altiplano_tubers_quinoa,0.13192553382903283,12340,COPERNICUS/S2_SR_HARMONIZED
2021-09-01,altiplano_tubers_quinoa,0.12920761653110135,12340,COPERNICUS/S2_SR_HARMONIZED
2021-10-01,altiplano_tubers_quinoa,0.139229802660685,12340,COPERNICUS/S2_SR_HARMONIZED
2021-11-01,altiplano_tubers_quinoa,0.13386516750253066,12340,COPERNICUS/S2_SR_HARMONIZED
2021-12-01,altiplano_tubers_quinoa,0.15946348912714486,11755,COPERNICUS/S2_SR_HARMONIZED
2022-01-01,altiplano_tubers_quinoa,0.24861744344182343,12326,COPERNICUS/S2_SR_HARMONIZED
2022-02-01,altiplano_tubers_quinoa,0.296127470380082,12183,COPERNICUS/S2_SR_HARMONIZED
2022-03-01,altiplano_tubers_quinoa,0.3471079596458144,12340,COPERNICUS/S2_SR_HARMONIZED
2022-04-01,altiplano_tubers_quinoa,0.26872039696071537,12340,COPERNICUS/S2_SR_HARMONIZED
2022-05-01,altiplano_tubers_quinoa,0.20093657761309294,12340,COPERNICUS/S2_SR_HARMONIZED
2022-06-01,altiplano_tubers_quinoa,0.17217529852411775,12340,COPERNICUS/S2_SR_HARMONIZED
2022-07-01,altiplano_tubers_quinoa,0.15172829077032635,12340,COPERNICUS/S2_SR_HARMONIZED
2022-08-01,altiplano_tubers_quinoa,0.14677511210885427,12340,COPERNICUS/S2_SR_HARMONIZED
2022-09-01,altiplano_tubers_quinoa,0.14608272570987485,12340,COPERNICUS/S2_SR_HARMONIZED
2022-10-01,altiplano_tubers_quinoa,0.14480195431965678,12340,COPERNICUS/S2_SR_HARMONIZED
2022-11-01,altiplano_tubers_quinoa,0.14875324749801264,12340,COPERNICUS/S2_SR_HARMONIZED
2022-12-01,altiplano_tubers_quinoa,0.1680606770521244,12340,COPERNICUS/S2_SR_HARMONIZED
2023-01-01,altiplano_tubers_quinoa,0.19432074908622304,12340,COPERNICUS/S2_SR_HARMONIZED
2023-02-01,altiplano_tubers_quinoa,0.24118449409814496,12340,COPERNICUS/S2_SR_HARMONIZED
2023-03-01,altiplano_tubers_quinoa,0.2692851273787594,12334,COPERNICUS/S2_SR_HARMONIZED
2023-04-01,altiplano_tubers_quinoa,0.24088409164975486,12340,COPERNICUS/S2_SR_HARMONIZED
2023-05-01,altiplano_tubers_quinoa,0.18601384373169208,12340,COPERNICUS/S2_SR_HARMONIZED
2023-06-01,altiplano_tubers_quinoa,0.15932937794951593,12340,COPERNICUS/S2_SR_HARMONIZED
2023-07-01,altiplano_tubers_quinoa,0.14083100895006845,12340,COPERNICUS/S2_SR_HARMONIZED
2023-08-01,altiplano_tubers_quinoa,0.13651482945440618,12340,COPERNICUS/S2_SR_HARMONIZED
2023-09-01,altiplano_tubers_quinoa,0.12516519676854831,12340,COPERNICUS/S2_SR_HARMONIZED
2023-10-01,altiplano_tubers_quinoa,0.13429756989985261,12340,COPERNICUS/S2_SR_HARMONIZED
2023-11-01,altiplano_tubers_quinoa,0.14953587939920215,12340,COPERNICUS/S2_SR_HARMONIZED
2023-12-01,altiplano_tubers_quinoa,0.16721182485822816,12327,COPERNICUS/S2_SR_HARMONIZED
2024-01-01,altiplano_tubers_quinoa,0.1965932208812127,12340,COPERNICUS/S2_SR_HARMONIZED
2024-02-01,altiplano_tubers_quinoa,0.2628698952222162,12151,COPERNICUS/S2_SR_HARMONIZED
2024-03-01,altiplano_tubers_quinoa,0.2905996392655115,12340,COPERNICUS/S2_SR_HARMONIZED
2024-04-01,altiplano_tubers_quinoa,0.2560700484575935,12340,COPERNICUS/S2_SR_HARMONIZED
2024-05-01,altiplano_tubers_quinoa,0.2137310998789289,12340,COPERNICUS/S2_SR_HARMONIZED
2024-06-01,altiplano_tubers_quinoa,0.17097737707889338,12340,COPERNICUS/S2_SR_HARMONIZED
2024-07-01,altiplano_tubers_quinoa,0.1503100482426889,12340,COPERNICUS/S2_SR_HARMONIZED
2024-08-01,altiplano_tubers_quinoa,0.1370185642662377,12340,COPERNICUS/S2_SR_HARMONIZED
2024-09-01,altiplano_tubers_quinoa,0.14196668539765625,12340,COPERNICUS/S2_SR_HARMONIZED
2024-10-01,altiplano_tubers_quinoa,0.15436127057296925,12340,COPERNICUS/S2_SR_HARMONIZED
2024-11-01,altiplano_tubers_quinoa,0.1514257647560887,12332,COPERNICUS/S2_SR_HARMONIZED
2024-12-01,altiplano_tubers_quinoa,0.19125658576389287,12339,COPERNICUS/S2_SR_HARMONIZED
2025-01-01,altiplano_tubers_quinoa,0.22888661506419258,10915,COPERNICUS/S2_SR_HARMONIZED
2025-02-01,altiplano_tubers_quinoa,0.29924086573598513,12314,COPERNICUS/S2_SR_HARMONIZED
2025-03-01,altiplano_tubers_quinoa,0.32663877324089013,12340,COPERNICUS/S2_SR_HARMONIZED
2025-04-01,altiplano_tubers_quinoa,0.3116033371549627,12340,COPERNICUS/S2_SR_HARMONIZED
2025-05-01,altiplano_tubers_quinoa,0.24885859753694256,12340,COPERNICUS/S2_SR_HARMONIZED
2025-06-01,altiplano_tubers_quinoa,0.18310336983755854,12340,COPERNICUS/S2_SR_HARMONIZED
2025-07-01,altiplano_tubers_quinoa,0.16400799330729054,12340,COPERNICUS/S2_SR_HARMONIZED
2025-08-01,altiplano_tubers_quinoa,0.14945141314857918,12340,COPERNICUS/S2_SR_HARMONIZED
2025-09-01,altiplano_tubers_quinoa,0.15151334556938686,12340,COPERNICUS/S2_SR_HARMONIZED
2025-10-01,altiplano_tubers_quinoa,0.16023571374914014,12340,COPERNICUS/S2_SR_HARMONIZED
2025-11-01,altiplano_tubers_quinoa,0.16396416658769286,12340,COPERNICUS/S2_SR_HARMONIZED
2025-12-01,altiplano_tubers_quinoa,0.1809972098740847,12340,COPERNICUS/S2_SR_HARMONIZED
2026-01-01,altiplano_tubers_quinoa,0.20949376202452946,12334,COPERNICUS/S2_SR_HARMONIZED
2026-02-01,altiplano_tubers_quinoa,0.270632769329797,12336,COPERNICUS/S2_SR_HARMONIZED
