date,roi,no2_tropos_col_mol_m2,n_valid_days,sd,month_of_year,base_mean,base_sd_pooled,anomaly_mult,z_vs_2019,post_subsidy_break,volcanic_flag
2025-09-01,santa_cruz,3.647052895278255e-05,422,,9,3.3203664100689825e-05,7.524910740603905e-06,0.0983886851217981,0.43414001371005567,False,False
2025-10-01,santa_cruz,2.2578486822201657e-05,338,,10,2.227632780089513e-05,7.524910740603905e-06,0.01356413067751605,0.0401544990661614,False,False
2025-11-01,santa_cruz,1.359535134673553e-05,386,,11,1.7760432104887264e-05,7.524910740603905e-06,-0.2345146071646308,-0.5535056695991413,False,False
2025-12-01,santa_cruz,1.1797164017323344e-05,440,,12,1.009727394841333e-05,7.524910740603905e-06,0.1683513864825994,0.2259016920609468,True,False
2026-01-01,santa_cruz,1.29407566144592e-05,440,,1,1.4519667306765109e-05,7.524910740603905e-06,-0.10874289740580012,-0.20982450778933678,True,False
2026-02-01,santa_cruz,1.44643062366176e-05,394,,2,1.0262766765664533e-05,7.524910740603905e-06,0.409396371065343,0.5583507387379157,True,False
2026-03-01,santa_cruz,1.2693858132376012e-05,439,,3,1.1294356943485756e-05,7.524910740603905e-06,0.12391154236518509,0.18598243050759974,True,False
2026-04-01,santa_cruz,7.41197859670976e-06,181,,4,1.0019583262093278e-05,7.524910740603905e-06,-0.26025081055504307,-0.34652964736353103,True,False
2018-07-01,cochabamba,5.1699243018528845e-05,426,,7,5.48627354404404e-05,1.5721607440547848e-05,-0.05766195207940139,-0.20121940036185731,False,False
2018-08-01,cochabamba,5.209026600085948e-05,421,,8,6.275307450811959e-05,1.5721607440547848e-05,-0.16991690990184805,-0.6782263548801946,False,False
2018-09-01,cochabamba,4.717108557925864e-05,414,,9,5.037442255091469e-05,1.5721607440547848e-05,-0.06359054475350778,-0.2037537817789723,False,False
2018-10-01,cochabamba,3.0316346031934313e-05,427,,10,2.5538363058295855e-05,1.5721607440547848e-05,0.18709041619981126,0.303911860902689,False,False
2018-11-01,cochabamba,2.5022825262688385e-05,425,,11,1.7417880590992817e-05,1.5721607440547848e-05,0.4366171091807953,0.48372564322408496,False,False
2018-12-01,cochabamba,2.4697098696587416e-05,426,,12,2.5264655567433666e-05,1.5721607440547848e-05,-0.022464461046436512,-0.036100435212652264,False,False
2019-01-01,cochabamba,2.3048676661323616e-05,440,,1,2.3048676661323616e-05,1.5721607440547848e-05,0.0,0.0,False,False
2019-02-01,cochabamba,2.7446414124652892e-05,396,,2,2.7446414124652892e-05,1.5721607440547848e-05,0.0,0.0,False,False
2019-03-01,cochabamba,2.5248852422369984e-05,440,,3,2.5248852422369984e-05,1.5721607440547848e-05,0.0,0.0,False,False
2019-04-01,cochabamba,2.9481994687303743e-05,417,,4,2.9481994687303743e-05,1.5721607440547848e-05,0.0,0.0,False,False
2019-05-01,cochabamba,4.7831489347103986e-05,440,,5,4.7831489347103986e-05,1.5721607440547848e-05,0.0,0.0,False,False
2019-06-01,cochabamba,5.452997700392357e-05,425,,6,5.452997700392357e-05,1.5721607440547848e-05,0.0,0.0,False,False
2019-07-01,cochabamba,5.48627354404404e-05,437,,7,5.48627354404404e-05,1.5721607440547848e-05,0.0,0.0,False,False
2019-08-01,cochabamba,6.275307450811959e-05,440,,8,6.275307450811959e-05,1.5721607440547848e-05,0.0,0.0,False,False
2019-09-01,cochabamba,5.037442255091469e-05,425,,9,5.037442255091469e-05,1.5721607440547848e-05,0.0,0.0,False,False
2019-10-01,cochabamba,2.5538363058295855e-05,439,,10,2.5538363058295855e-05,1.5721607440547848e-05,0.0,0.0,False,False
2019-11-01,cochabamba,1.7417880590992817e-05,424,,11,1.7417880590992817e-05,1.5721607440547848e-05,0.0,0.0,False,False
2019-12-01,cochabamba,2.5264655567433666e-05,440,,12,2.5264655567433666e-05,1.5721607440547848e-05,0.0,0.0,False,False
2020-01-01,cochabamba,2.427506599957444e-05,439,,1,2.3048676661323616e-05,1.5721607440547848e-05,0.05320866600158203,0.07800661242105725,False,False
2020-02-01,cochabamba,2.667342666071053e-05,407,,2,2.7446414124652892e-05,1.5721607440547848e-05,-0.028163513835785636,-0.049167202963530235,False,False
2020-03-01,cochabamba,2.279069059750775e-05,440,,3,2.5248852422369984e-05,1.5721607440547848e-05,-0.09735736831684094,-0.15635562929286426,False,False
2020-04-01,cochabamba,1.1125307024242807e-05,425,,4,2.9481994687303743e-05,1.5721607440547848e-05,-0.6226406271949483,-1.1676088295982325,False,False
2020-05-01,cochabamba,1.5114832465517031e-05,438,,5,4.7831489347103986e-05,1.5721607440547848e-05,-0.6839982891640364,-2.080999478285338,False,False
2020-06-01,cochabamba,2.8346448848479773e-05,425,,6,5.452997700392357e-05,1.5721607440547848e-05,-0.480167599439109,-1.6654485398174645,False,False
2020-07-01,cochabamba,2.968431751092476e-05,439,,7,5.48627354404404e-05,1.5721607440547848e-05,-0.4589347892951785,-1.6015167675906712,False,False
2020-08-01,cochabamba,3.807502126017624e-05,437,,8,6.275307450811959e-05,1.5721607440547848e-05,-0.3932564809195168,-1.5696902076498738,False,False
2020-09-01,cochabamba,4.752894618399159e-05,425,,9,5.037442255091469e-05,1.5721607440547848e-05,-0.05648653071997212,-0.18099143981831559,False,False
2020-10-01,cochabamba,2.470363567428587e-05,440,,10,2.5538363058295855e-05,1.5721607440547848e-05,-0.032685234449231104,-0.053094277233835856,False,False
2020-11-01,cochabamba,2.5298260364422538e-05,425,,11,1.7417880590992817e-05,1.5721607440547848e-05,0.45243046260776665,0.5012451686781918,False,False
2020-12-01,cochabamba,2.069065912310979e-05,438,,12,2.5264655567433666e-05,1.5721607440547848e-05,-0.18104329315376821,-0.2909369453232249,False,False
2021-01-01,cochabamba,2.0995074169733274e-05,437,,1,2.3048676661323616e-05,1.5721607440547848e-05,-0.08909849887548427,-0.13062293403242364,False,False
2021-02-01,cochabamba,2.2879233848080947e-05,397,,2,2.7446414124652892e-05,1.5721607440547848e-05,-0.16640353292890153,-0.290503391198578,False,False
2021-03-01,cochabamba,2.170455031065176e-05,440,,3,2.5248852422369984e-05,1.5721607440547848e-05,-0.14037478030399675,-0.22544145852268624,False,False
2021-04-01,cochabamba,2.652999250927018e-05,424,,4,2.9481994687303743e-05,1.5721607440547848e-05,-0.1001289841255153,-0.18776719805507971,False,False
2021-05-01,cochabamba,3.1910876428494785e-05,437,,5,4.7831489347103986e-05,1.5721607440547848e-05,-0.33284794464743406,-1.0126580872098419,False,False
2021-06-01,cochabamba,3.421292236490519e-05,425,,6,5.452997700392357e-05,1.5721607440547848e-05,-0.37258505789497254,-1.2923013575964468,False,False
2021-07-01,cochabamba,5.1863992693176875e-05,440,,7,5.48627354404404e-05,1.5721607440547848e-05,-0.054659008946409404,-0.19074021270429492,False,False
2021-08-01,cochabamba,4.744310780216983e-05,440,,8,6.275307450811959e-05,1.5721607440547848e-05,-0.24397157949558013,-0.9738168799752358,False,False
2021-09-01,cochabamba,4.222839582284231e-05,426,,9,5.037442255091469e-05,1.5721607440547848e-05,-0.16170958029025517,-0.5181421021277272,False,False
2021-10-01,cochabamba,2.6747525502836524e-05,438,,10,2.5538363058295855e-05,1.5721607440547848e-05,0.047346904802807455,0.07691086608752865,False,False
2021-11-01,cochabamba,2.2090733234143995e-05,426,,11,1.7417880590992817e-05,1.5721607440547848e-05,0.2682790606319587,0.29722486462162573,False,False
2021-12-01,cochabamba,2.276757630850589e-05,438,,12,2.5264655567433666e-05,1.5721607440547848e-05,-0.09883686133234015,-0.15883103991564626,False,False
2022-01-01,cochabamba,1.8562047622893177e-05,433,,1,2.3048676661323616e-05,1.5721607440547848e-05,-0.19465885631339253,-0.2853797905460292,False,False
2022-02-01,cochabamba,2.3963238641829087e-05,394,,2,2.7446414124652892e-05,1.5721607440547848e-05,-0.12690821711733735,-0.22155339369689972,False,False
2022-03-01,cochabamba,2.447175751892276e-05,440,,3,2.5248852422369984e-05,1.5721607440547848e-05,-0.030777434571986118,-0.04942846374875177,False,False
2022-04-01,cochabamba,3.16703854128277e-05,424,,4,2.9481994687303743e-05,1.5721607440547848e-05,0.07422804151261753,0.13919637249559103,False,False
2022-05-01,cochabamba,3.781018106233337e-05,426,,5,4.7831489347103986e-05,1.5721607440547848e-05,-0.20951277958434233,-0.6374226250506992,False,False
2022-06-01,cochabamba,4.2172409524469575e-05,426,,6,5.452997700392357e-05,1.5721607440547848e-05,-0.2266197082490029,-0.7860244269668251,False,False
2022-07-01,cochabamba,4.902359394181677e-05,439,,7,5.48627354404404e-05,1.5721607440547848e-05,-0.10643183304198645,-0.37140868201325283,False,False
2022-08-01,cochabamba,5.3762685536350605e-05,440,,8,6.275307450811959e-05,1.5721607440547848e-05,-0.14326611153698487,-0.5718492212559468,False,False
2022-09-01,cochabamba,3.828673841415604e-05,426,,9,5.037442255091469e-05,1.5721607440547848e-05,-0.23995677815544836,-0.7688580307369279,False,False
2022-10-01,cochabamba,3.1760671541870066e-05,440,,10,2.5538363058295855e-05,1.5721607440547848e-05,0.2436455488306235,0.39578068000388794,False,False
2022-11-01,cochabamba,2.631127270965949e-05,425,,11,1.7417880590992817e-05,1.5721607440547848e-05,0.5105897972033204,0.5656795688543643,False,False
2022-12-01,cochabamba,2.174114891523801e-05,439,,12,2.5264655567433666e-05,1.5721607440547848e-05,-0.1394638704965162,-0.2241187273960373,False,False
2023-01-01,cochabamba,2.699922581693069e-05,440,,1,2.3048676661323616e-05,1.5721607440547848e-05,0.17140025927111968,0.2512815035324028,False,False
2023-02-01,cochabamba,1.9863908028059898e-05,397,,2,2.7446414124652892e-05,1.5721607440547848e-05,-0.27626581972259334,-0.48229839889252246,False,False
2023-03-01,cochabamba,2.019759884243925e-05,440,,3,2.5248852422369984e-05,1.5721607440547848e-05,-0.20005873912334426,-0.32129370988509526,False,False
2023-04-01,cochabamba,3.0245328278072043e-05,426,,4,2.9481994687303743e-05,1.5721607440547848e-05,0.025891517818400045,0.04855315168343243,False,False
2023-05-01,cochabamba,4.489129804189606e-05,401,,5,4.7831489347103986e-05,1.5721607440547848e-05,-0.061469783720751736,-0.18701594708597227,False,False
2023-06-01,cochabamba,5.231414057783971e-05,392,,6,5.452997700392357e-05,1.5721607440547848e-05,-0.040635198249293736,-0.14094210369157062,False,False
2023-07-01,cochabamba,6.021679281832945e-05,414,,7,5.48627354404404e-05,1.5721607440547848e-05,0.09759005516051,0.34055406854138315,False,False
2023-08-01,cochabamba,6.149972209689129e-05,439,,8,6.275307450811959e-05,1.5721607440547848e-05,-0.019972765016734506,-0.07972164525592723,False,False
2023-09-01,cochabamba,4.2903851539601296e-05,425,,9,5.037442255091469e-05,1.5721607440547848e-05,-0.14830087637754463,-0.4751785744278239,False,False
2023-10-01,cochabamba,3.113741714971245e-05,440,,10,2.5538363058295855e-05,1.5721607440547848e-05,0.21924091527071465,0.35613750773193736,False,False
2023-11-01,cochabamba,1.9189840554911392e-05,425,,11,1.7417880590992817e-05,1.5721607440547848e-05,0.10173223743621795,0.11270857452835802,False,False
2023-12-01,cochabamba,1.727741288430299e-05,438,,12,2.5264655567433666e-05,1.5721607440547848e-05,-0.3161429476769235,-0.5080423686531347,False,False
2024-01-01,cochabamba,2.1571695465085607e-05,432,,1,2.3048676661323616e-05,1.5721607440547848e-05,-0.06408095431858041,-0.09394594044046052,False,False
2024-02-01,cochabamba,1.5461714597920784e-05,407,,2,2.7446414124652892e-05,1.5721607440547848e-05,-0.4366581176069636,-0.7623075167124564,False,False
2024-03-01,cochabamba,2.0538029850449538e-05,433,,3,2.5248852422369984e-05,1.5721607440547848e-05,-0.18657571017947538,-0.29964000753324305,False,False
2024-04-01,cochabamba,3.2748707489913624e-05,425,,4,2.9481994687303743e-05,1.5721607440547848e-05,0.11080365617244592,0.2077849109871965,False,False
2024-05-01,cochabamba,4.211122804928175e-05,439,,5,4.7831489347103986e-05,1.5721607440547848e-05,-0.11959195450326432,-0.3638471014782506,False,False
2024-06-01,cochabamba,5.3976406913529665e-05,426,,6,5.452997700392357e-05,1.5721607440547848e-05,-0.010151665575690139,-0.035210781880113826,False,False
2024-07-01,cochabamba,5.1151953137128894e-05,438,,7,5.48627354404404e-05,1.5721607440547848e-05,-0.06763757354643696,-0.23603071869998266,False,False
2024-08-01,cochabamba,5.4938120383767064e-05,436,,8,6.275307450811959e-05,1.5721607440547848e-05,-0.1245349998483557,-0.4970836572472135,False,False
2024-09-01,cochabamba,4.435046391777956e-05,424,,9,5.037442255091469e-05,1.5721607440547848e-05,-0.11958367616118215,-0.3831642951215437,False,False
2024-10-01,cochabamba,3.491246813337524e-05,440,,10,2.5538363058295855e-05,1.5721607440547848e-05,0.36705974669094177,0.5962561468684481,False,False
2024-11-01,cochabamba,2.533827559012776e-05,426,,11,1.7417880590992817e-05,1.5721607440547848e-05,0.4547278274046016,0.5037904062346275,False,False
2024-12-01,cochabamba,2.4782115532561915e-05,438,,12,2.5264655567433666e-05,1.5721607440547848e-05,-0.0190994107789757,-0.030692792495710313,False,False
2025-01-01,cochabamba,2.469011564084862e-05,440,,1,2.3048676661323616e-05,1.5721607440547848e-05,0.07121619187271566,0.10440656184376823,False,False
2025-02-01,cochabamba,1.924715235585203e-05,397,,2,2.7446414124652892e-05,1.5721607440547848e-05,-0.2987370857104473,-0.5215282088556681,False,False
2025-03-01,cochabamba,1.8734210545235032e-05,439,,3,2.5248852422369984e-05,1.5721607440547848e-05,-0.2580173454284642,-0.4143750505010662,False,False
2025-04-01,cochabamba,2.6048074703991073e-05,426,,4,2.9481994687303743e-05,1.5721607440547848e-05,-0.11647515779491913,-0.21842041256266156,False,False
2025-05-01,cochabamba,4.2594752284829495e-05,438,,5,4.7831489347103986e-05,1.5721607440547848e-05,-0.10948304419861332,-0.333091707198358,False,False
2025-06-01,cochabamba,3.684665661556525e-05,426,,6,5.452997700392357e-05,1.5721607440547848e-05,-0.3242862249343321,-1.124778140863064,False,False
2025-07-01,cochabamba,5.2377077347154936e-05,440,,7,5.48627354404404e-05,1.5721607440547848e-05,-0.045306856709394605,-0.15810457694514493,False,False
2025-08-01,cochabamba,4.896935115340303e-05,439,,8,6.275307450811959e-05,1.5721607440547848e-05,-0.21965016794409153,-0.8767375350669766,False,False
2025-09-01,cochabamba,3.859396154707986e-05,422,,9,5.037442255091469e-05,1.5721607440547848e-05,-0.23385798600327423,-0.7493165726458515,False,False
2025-10-01,cochabamba,3.3153240655924305e-05,338,,10,2.5538363058295855e-05,1.5721607440547848e-05,0.2981740677836766,0.4843574441369652,False,False
2025-11-01,cochabamba,2.2256094096591164e-05,386,,11,1.7417880590992817e-05,1.5721607440547848e-05,0.2777728025130852,0.3077429279349663,False,False
2025-12-01,cochabamba,2.5155697790891053e-05,440,,12,2.5264655567433666e-05,1.5721607440547848e-05,-0.004312656321468267,-0.00693044759924468,True,False
2026-01-01,cochabamba,2.0045644389177504e-05,440,,1,2.3048676661323616e-05,1.5721607440547848e-05,-0.13029087596969469,-0.19101305534451543,True,False
2026-02-01,cochabamba,2.384211951109081e-05,394,,2,2.7446414124652892e-05,1.5721607440547848e-05,-0.13132114808122197,-0.2292573852382416,True,False
2026-03-01,cochabamba,3.075605199077136e-05,439,,3,2.5248852422369984e-05,1.5721607440547848e-05,0.21811682670861154,0.3502949421188111,True,False
2026-04-01,cochabamba,2.368303570519502e-05,181,,4,2.9481994687303743e-05,1.5721607440547848e-05,-0.19669493342002442,-0.3688528036358761,True,False
